"","hid","pid","NR_ITW","NR_INTVWR","NR_BLS_SSN","NR_BLS_SSN_SQ","TX_BLS_PTH","FL_BLS_ITM_MDF","TM_BLS_ITM_STRT","TM_BLS_ITM_STRT_chr","MS_BLS_ITM_TM"
"35898",4783,478301,33,"NR_INTVWR_33","SSN_4783",2,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-20 11:07:08,"20FÉVR.2026:11:07:08",46
"35899",4783,478301,33,"NR_INTVWR_33","SSN_4783",3,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-20 11:07:54,"20FÉVR.2026:11:07:54",18
"35900",4783,478301,33,"NR_INTVWR_33","SSN_4783",4,"F_ADMINISTRATION.TX_END",0,2026-02-20 11:08:12,"20FÉVR.2026:11:08:12",18
"35901",4783,478301,33,"NR_INTVWR_33","SSN_4783",5,"F_ADMINISTRATION.TX_END",0,2026-02-20 11:08:30,"20FÉVR.2026:11:08:30",83
"35902",4783,478301,33,"NR_INTVWR_33","SSN_4783",6,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-20 11:09:53,"20FÉVR.2026:11:09:53",105
"35903",4784,478401,34,"NR_INTVWR_34","SSN_4784",1,"F_ADMINISTRATION.TX_END",0,2026-02-10 14:40:58,"10FÉVR.2026:14:40:58",62
"35904",4784,478401,34,"NR_INTVWR_34","SSN_4784",2,"F_ADMINISTRATION.TX_END",0,2026-02-10 14:42:00,"10FÉVR.2026:14:42:00",49
"35905",4784,478401,34,"NR_INTVWR_34","SSN_4784",3,"F_MODULES.CONSENT",0,2026-02-10 14:42:49,"10FÉVR.2026:14:42:49",11
"35906",4784,478401,34,"NR_INTVWR_34","SSN_4784",4,"F_MODULES.CONSENT",0,2026-02-10 14:43:00,"10FÉVR.2026:14:43:00",17
"35907",4784,478401,34,"NR_INTVWR_34","SSN_4784",5,"F_INCOME.HY020",0,2026-02-10 14:43:17,"10FÉVR.2026:14:43:17",112
"35908",4784,478401,34,"NR_INTVWR_34","SSN_4784",6,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-10 14:45:09,"10FÉVR.2026:14:45:09",82
"35909",4784,478401,34,"NR_INTVWR_34","SSN_4784",7,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-10 14:46:31,"10FÉVR.2026:14:46:31",46
"35910",4784,478401,34,"NR_INTVWR_34","SSN_4784",8,"F_INCOME.HY020",0,2026-02-10 14:47:17,"10FÉVR.2026:14:47:17",28
"35911",4784,478401,34,"NR_INTVWR_34","SSN_4784",9,"F_ADMINISTRATION.TX_END",0,2026-02-10 14:47:45,"10FÉVR.2026:14:47:45",107
"35912",4784,478401,34,"NR_INTVWR_34","SSN_4784",10,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-10 14:49:32,"10FÉVR.2026:14:49:32",16
"35913",4784,478401,34,"NR_INTVWR_34","SSN_4784",11,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-10 14:49:48,"10FÉVR.2026:14:49:48",8
"35914",4784,478401,34,"NR_INTVWR_34","SSN_4784",12,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-10 14:49:56,"10FÉVR.2026:14:49:56",35
"35915",4785,478501,35,"NR_INTVWR_35","SSN_4785",1,"F_INCOME.HY020",0,2026-02-13 13:49:11,"13FÉVR.2026:13:49:11",17
"35916",4785,478501,35,"NR_INTVWR_35","SSN_4785",2,"F_ADMINISTRATION.TX_END",0,2026-02-13 13:49:28,"13FÉVR.2026:13:49:28",31
"35917",4785,478501,35,"NR_INTVWR_35","SSN_4785",3,"F_INCOME.HY020",0,2026-02-13 13:49:59,"13FÉVR.2026:13:49:59",72
"35918",4785,478501,35,"NR_INTVWR_35","SSN_4785",4,"F_ADMINISTRATION.TX_END",0,2026-02-13 13:51:11,"13FÉVR.2026:13:51:11",108
"35919",4785,478501,35,"NR_INTVWR_35","SSN_4785",5,"F_INCOME.HY020",0,2026-02-13 13:52:59,"13FÉVR.2026:13:52:59",71
"35920",4785,478501,35,"NR_INTVWR_35","SSN_4785",6,"F_ADMINISTRATION.TX_END",0,2026-02-13 13:54:10,"13FÉVR.2026:13:54:10",48
"35921",4785,478501,35,"NR_INTVWR_35","SSN_4785",7,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-13 13:54:58,"13FÉVR.2026:13:54:58",109
"35922",4785,478501,35,"NR_INTVWR_35","SSN_4785",8,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-13 13:56:47,"13FÉVR.2026:13:56:47",48
"35923",4785,478501,35,"NR_INTVWR_35","SSN_4785",9,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-13 13:57:35,"13FÉVR.2026:13:57:35",102
"35924",4785,478501,35,"NR_INTVWR_35","SSN_4785",10,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-13 13:59:17,"13FÉVR.2026:13:59:17",30
"35925",4786,478601,36,"NR_INTVWR_36","SSN_4786",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 14:49:06,"17FÉVR.2026:14:49:06",106
"35926",4786,478601,36,"NR_INTVWR_36","SSN_4786",2,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-17 14:50:52,"17FÉVR.2026:14:50:52",77
"35927",4786,478601,36,"NR_INTVWR_36","SSN_4786",3,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-17 14:52:09,"17FÉVR.2026:14:52:09",114
"35928",4786,478601,36,"NR_INTVWR_36","SSN_4786",4,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-17 14:54:03,"17FÉVR.2026:14:54:03",22
"35929",4786,478601,36,"NR_INTVWR_36","SSN_4786",5,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-17 14:54:25,"17FÉVR.2026:14:54:25",34
"35930",4786,478601,36,"NR_INTVWR_36","SSN_4786",6,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-17 14:54:59,"17FÉVR.2026:14:54:59",38
"35931",4786,478601,36,"NR_INTVWR_36","SSN_4786",7,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 14:55:37,"17FÉVR.2026:14:55:37",107
"35932",4786,478601,36,"NR_INTVWR_36","SSN_4786",8,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 14:57:24,"17FÉVR.2026:14:57:24",20
"35933",4786,478601,36,"NR_INTVWR_36","SSN_4786",9,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-17 14:57:44,"17FÉVR.2026:14:57:44",103
"35934",4786,478601,36,"NR_INTVWR_36","SSN_4786",10,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-17 14:59:27,"17FÉVR.2026:14:59:27",75
"35935",4787,478701,37,"NR_INTVWR_37","SSN_4787",1,"F_MODULES.CONSENT",0,2026-02-12 13:26:21,"12FÉVR.2026:13:26:21",50
"35936",4787,478701,37,"NR_INTVWR_37","SSN_4787",2,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-12 13:27:11,"12FÉVR.2026:13:27:11",76
"35937",4787,478701,37,"NR_INTVWR_37","SSN_4787",3,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-12 13:28:27,"12FÉVR.2026:13:28:27",59
"35938",4787,478701,37,"NR_INTVWR_37","SSN_4787",4,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-12 13:29:26,"12FÉVR.2026:13:29:26",94
"35939",4787,478701,37,"NR_INTVWR_37","SSN_4787",5,"F_MODULES.CONSENT",0,2026-02-12 13:31:00,"12FÉVR.2026:13:31:00",93
"35940",4787,478701,37,"NR_INTVWR_37","SSN_4787",6,"F_INCOME.HY020",0,2026-02-12 13:32:33,"12FÉVR.2026:13:32:33",83
"35941",4787,478701,37,"NR_INTVWR_37","SSN_4787",7,"F_INCOME.HY010",0,2026-02-12 13:33:56,"12FÉVR.2026:13:33:56",27
"35942",4787,478701,37,"NR_INTVWR_37","SSN_4787",8,"F_INCOME.HY020",0,2026-02-12 13:34:23,"12FÉVR.2026:13:34:23",101
"35943",4787,478701,37,"NR_INTVWR_37","SSN_4787",9,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-12 13:36:04,"12FÉVR.2026:13:36:04",119
"35944",4787,478701,37,"NR_INTVWR_37","SSN_4787",10,"F_INCOME.HY010",0,2026-02-12 13:38:03,"12FÉVR.2026:13:38:03",96
"35945",4787,478701,37,"NR_INTVWR_37","SSN_4787",11,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-12 13:39:39,"12FÉVR.2026:13:39:39",91
"35946",4787,478701,37,"NR_INTVWR_37","SSN_4787",12,"F_INCOME.HY010",0,2026-02-12 13:41:10,"12FÉVR.2026:13:41:10",70
"35947",4788,478801,38,"NR_INTVWR_38","SSN_4788",1,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-10 17:32:00,"10FÉVR.2026:17:32:00",95
"35948",4788,478801,38,"NR_INTVWR_38","SSN_4788",2,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-10 17:33:35,"10FÉVR.2026:17:33:35",53
"35949",4788,478801,38,"NR_INTVWR_38","SSN_4788",3,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-10 17:34:28,"10FÉVR.2026:17:34:28",11
"35950",4788,478801,38,"NR_INTVWR_38","SSN_4788",4,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-10 17:34:39,"10FÉVR.2026:17:34:39",39
"35951",4788,478801,38,"NR_INTVWR_38","SSN_4788",5,"F_ADMINISTRATION.TX_END",0,2026-02-10 17:35:18,"10FÉVR.2026:17:35:18",38
"35952",4788,478801,38,"NR_INTVWR_38","SSN_4788",6,"F_MODULES.CONSENT",0,2026-02-10 17:35:56,"10FÉVR.2026:17:35:56",115
"35953",4788,478801,38,"NR_INTVWR_38","SSN_4788",7,"F_ADMINISTRATION.TX_END",0,2026-02-10 17:37:51,"10FÉVR.2026:17:37:51",60
"35954",4788,478801,38,"NR_INTVWR_38","SSN_4788",8,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-10 17:38:51,"10FÉVR.2026:17:38:51",86
"35955",4788,478801,38,"NR_INTVWR_38","SSN_4788",9,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-10 17:40:17,"10FÉVR.2026:17:40:17",86
"35956",4788,478801,38,"NR_INTVWR_38","SSN_4788",10,"F_ADMINISTRATION.TX_END",0,2026-02-10 17:41:43,"10FÉVR.2026:17:41:43",87
"35957",4788,478801,38,"NR_INTVWR_38","SSN_4788",11,"F_MODULES.CONSENT",0,2026-02-10 17:43:10,"10FÉVR.2026:17:43:10",70
"35958",4789,478901,39,"NR_INTVWR_39","SSN_4789",1,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-10 12:27:24,"10FÉVR.2026:12:27:24",102
"35959",4789,478901,39,"NR_INTVWR_39","SSN_4789",2,"F_MODULES.CONSENT",0,2026-02-10 12:29:06,"10FÉVR.2026:12:29:06",13
"35960",4789,478901,39,"NR_INTVWR_39","SSN_4789",3,"F_MODULES.CONSENT",0,2026-02-10 12:29:19,"10FÉVR.2026:12:29:19",77
"35961",4789,478901,39,"NR_INTVWR_39","SSN_4789",4,"F_INCOME.HY020",0,2026-02-10 12:30:36,"10FÉVR.2026:12:30:36",105
"35962",4789,478901,39,"NR_INTVWR_39","SSN_4789",5,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-10 12:32:21,"10FÉVR.2026:12:32:21",45
"35963",4790,479001,40,"NR_INTVWR_40","SSN_4790",1,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-10 13:14:28,"10FÉVR.2026:13:14:28",103
"35964",4790,479001,40,"NR_INTVWR_40","SSN_4790",2,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-10 13:16:11,"10FÉVR.2026:13:16:11",73
"35965",4790,479001,40,"NR_INTVWR_40","SSN_4790",3,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-10 13:17:24,"10FÉVR.2026:13:17:24",81
"35966",4790,479001,40,"NR_INTVWR_40","SSN_4790",4,"F_MODULES.CONSENT",0,2026-02-10 13:18:45,"10FÉVR.2026:13:18:45",22
"35967",4790,479001,40,"NR_INTVWR_40","SSN_4790",5,"F_ADMINISTRATION.TX_END",0,2026-02-10 13:19:07,"10FÉVR.2026:13:19:07",82
"35968",4790,479001,40,"NR_INTVWR_40","SSN_4790",6,"F_INCOME.HY010",0,2026-02-10 13:20:29,"10FÉVR.2026:13:20:29",80
"35969",4790,479001,40,"NR_INTVWR_40","SSN_4790",7,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-10 13:21:49,"10FÉVR.2026:13:21:49",59
"35970",4790,479001,40,"NR_INTVWR_40","SSN_4790",8,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-10 13:22:48,"10FÉVR.2026:13:22:48",40
"35971",4791,479101,41,"NR_INTVWR_41","SSN_4791",1,"F_INCOME.HY010",0,2026-02-13 16:16:31,"13FÉVR.2026:16:16:31",56
"35972",4791,479101,41,"NR_INTVWR_41","SSN_4791",2,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-13 16:17:27,"13FÉVR.2026:16:17:27",6
"35973",4791,479101,41,"NR_INTVWR_41","SSN_4791",3,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-13 16:17:33,"13FÉVR.2026:16:17:33",94
"35974",4791,479101,41,"NR_INTVWR_41","SSN_4791",4,"F_ADMINISTRATION.TX_END",0,2026-02-13 16:19:07,"13FÉVR.2026:16:19:07",18
"35975",4791,479101,41,"NR_INTVWR_41","SSN_4791",5,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-13 16:19:25,"13FÉVR.2026:16:19:25",60
"35976",4791,479101,41,"NR_INTVWR_41","SSN_4791",6,"F_INCOME.HY010",0,2026-02-13 16:20:25,"13FÉVR.2026:16:20:25",58
"35977",4791,479101,41,"NR_INTVWR_41","SSN_4791",7,"F_MODULES.CONSENT",0,2026-02-13 16:21:23,"13FÉVR.2026:16:21:23",115
"35978",4792,479201,42,"NR_INTVWR_42","SSN_4792",1,"F_ADMINISTRATION.TX_END",0,2026-02-16 17:05:39,"16FÉVR.2026:17:05:39",106
"35979",4792,479201,42,"NR_INTVWR_42","SSN_4792",2,"F_MODULES.CONSENT",0,2026-02-16 17:07:25,"16FÉVR.2026:17:07:25",72
"35980",4792,479201,42,"NR_INTVWR_42","SSN_4792",3,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-16 17:08:37,"16FÉVR.2026:17:08:37",55
"35981",4793,479301,43,"NR_INTVWR_43","SSN_4793",1,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-16 11:27:51,"16FÉVR.2026:11:27:51",115
"35982",4793,479301,43,"NR_INTVWR_43","SSN_4793",2,"F_INCOME.HY020",0,2026-02-16 11:29:46,"16FÉVR.2026:11:29:46",71
"35983",4793,479301,43,"NR_INTVWR_43","SSN_4793",3,"F_INCOME.HY010",0,2026-02-16 11:30:57,"16FÉVR.2026:11:30:57",92
"35984",4793,479301,43,"NR_INTVWR_43","SSN_4793",4,"F_INCOME.HY010",0,2026-02-16 11:32:29,"16FÉVR.2026:11:32:29",21
"35985",4793,479301,43,"NR_INTVWR_43","SSN_4793",5,"F_ADMINISTRATION.TX_END",0,2026-02-16 11:32:50,"16FÉVR.2026:11:32:50",17
"35986",4793,479301,43,"NR_INTVWR_43","SSN_4793",6,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-16 11:33:07,"16FÉVR.2026:11:33:07",80
"35987",4794,479401,44,"NR_INTVWR_44","SSN_4794",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-16 16:44:53,"16FÉVR.2026:16:44:53",104
"35988",4794,479401,44,"NR_INTVWR_44","SSN_4794",2,"F_MODULES.CONSENT",0,2026-02-16 16:46:37,"16FÉVR.2026:16:46:37",44
"35989",4794,479401,44,"NR_INTVWR_44","SSN_4794",3,"F_MODULES.CONSENT",0,2026-02-16 16:47:21,"16FÉVR.2026:16:47:21",64
"35990",4794,479401,44,"NR_INTVWR_44","SSN_4794",4,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-16 16:48:25,"16FÉVR.2026:16:48:25",116
"35991",4794,479401,44,"NR_INTVWR_44","SSN_4794",5,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-16 16:50:21,"16FÉVR.2026:16:50:21",96
"35992",4794,479401,44,"NR_INTVWR_44","SSN_4794",6,"F_MODULES.CONSENT",0,2026-02-16 16:51:57,"16FÉVR.2026:16:51:57",16
"35993",4794,479401,44,"NR_INTVWR_44","SSN_4794",7,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-16 16:52:13,"16FÉVR.2026:16:52:13",7
"35994",4794,479401,44,"NR_INTVWR_44","SSN_4794",8,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-16 16:52:20,"16FÉVR.2026:16:52:20",35
"35995",4794,479401,44,"NR_INTVWR_44","SSN_4794",9,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-16 16:52:55,"16FÉVR.2026:16:52:55",40
"35996",4795,479501,45,"NR_INTVWR_45","SSN_4795",1,"F_INCOME.HY010",0,2026-02-12 13:16:14,"12FÉVR.2026:13:16:14",112
"35997",4795,479501,45,"NR_INTVWR_45","SSN_4795",2,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-12 13:18:06,"12FÉVR.2026:13:18:06",116
"35998",4795,479501,45,"NR_INTVWR_45","SSN_4795",3,"F_MODULES.CONSENT",0,2026-02-12 13:20:02,"12FÉVR.2026:13:20:02",65
"35999",4796,479601,46,"NR_INTVWR_46","SSN_4796",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 16:27:49,"17FÉVR.2026:16:27:49",74
"36000",4796,479601,46,"NR_INTVWR_46","SSN_4796",2,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-17 16:29:03,"17FÉVR.2026:16:29:03",12
"36001",4796,479601,46,"NR_INTVWR_46","SSN_4796",3,"F_INCOME.HY010",0,2026-02-17 16:29:15,"17FÉVR.2026:16:29:15",104
"36002",4796,479601,46,"NR_INTVWR_46","SSN_4796",4,"F_INCOME.HY020",0,2026-02-17 16:30:59,"17FÉVR.2026:16:30:59",74
"36003",4796,479601,46,"NR_INTVWR_46","SSN_4796",5,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-17 16:32:13,"17FÉVR.2026:16:32:13",94
"36004",4796,479601,46,"NR_INTVWR_46","SSN_4796",6,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-17 16:33:47,"17FÉVR.2026:16:33:47",112
"36005",4796,479601,46,"NR_INTVWR_46","SSN_4796",7,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 16:35:39,"17FÉVR.2026:16:35:39",18
"36006",4796,479601,46,"NR_INTVWR_46","SSN_4796",8,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-17 16:35:57,"17FÉVR.2026:16:35:57",26
"36007",4796,479601,46,"NR_INTVWR_46","SSN_4796",9,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-17 16:36:23,"17FÉVR.2026:16:36:23",110
"36008",4796,479601,46,"NR_INTVWR_46","SSN_4796",10,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-17 16:38:13,"17FÉVR.2026:16:38:13",58
"36009",4796,479601,46,"NR_INTVWR_46","SSN_4796",11,"F_INCOME.HY010",0,2026-02-17 16:39:11,"17FÉVR.2026:16:39:11",50
"36010",4797,479701,47,"NR_INTVWR_47","SSN_4797",1,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-13 13:53:43,"13FÉVR.2026:13:53:43",46
"36011",4797,479701,47,"NR_INTVWR_47","SSN_4797",2,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-13 13:54:29,"13FÉVR.2026:13:54:29",101
"36012",4797,479701,47,"NR_INTVWR_47","SSN_4797",3,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-13 13:56:10,"13FÉVR.2026:13:56:10",118
"36013",4797,479701,47,"NR_INTVWR_47","SSN_4797",4,"F_MODULES.CONSENT",0,2026-02-13 13:58:08,"13FÉVR.2026:13:58:08",115
"36014",4797,479701,47,"NR_INTVWR_47","SSN_4797",5,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-13 14:00:03,"13FÉVR.2026:14:00:03",53
"36015",4797,479701,47,"NR_INTVWR_47","SSN_4797",6,"F_MODULES.CONSENT",0,2026-02-13 14:00:56,"13FÉVR.2026:14:00:56",77
"36016",4797,479701,47,"NR_INTVWR_47","SSN_4797",7,"F_INCOME.HY010",0,2026-02-13 14:02:13,"13FÉVR.2026:14:02:13",93
"36017",4797,479701,47,"NR_INTVWR_47","SSN_4797",8,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-13 14:03:46,"13FÉVR.2026:14:03:46",83
"36018",4797,479701,47,"NR_INTVWR_47","SSN_4797",9,"F_MODULES.CONSENT",0,2026-02-13 14:05:09,"13FÉVR.2026:14:05:09",74
"36019",4797,479701,47,"NR_INTVWR_47","SSN_4797",10,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-13 14:06:23,"13FÉVR.2026:14:06:23",80
"36020",4797,479701,47,"NR_INTVWR_47","SSN_4797",11,"F_ADMINISTRATION.TX_END",0,2026-02-13 14:07:43,"13FÉVR.2026:14:07:43",58
"36021",4797,479701,47,"NR_INTVWR_47","SSN_4797",12,"F_ADMINISTRATION.TX_END",0,2026-02-13 14:08:41,"13FÉVR.2026:14:08:41",30
"36022",4798,479801,48,"NR_INTVWR_48","SSN_4798",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-20 15:42:10,"20FÉVR.2026:15:42:10",77
"36023",4798,479801,48,"NR_INTVWR_48","SSN_4798",2,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-20 15:43:27,"20FÉVR.2026:15:43:27",111
"36024",4798,479801,48,"NR_INTVWR_48","SSN_4798",3,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-20 15:45:18,"20FÉVR.2026:15:45:18",98
"36025",4798,479801,48,"NR_INTVWR_48","SSN_4798",4,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-20 15:46:56,"20FÉVR.2026:15:46:56",23
"36026",4798,479801,48,"NR_INTVWR_48","SSN_4798",5,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-20 15:47:19,"20FÉVR.2026:15:47:19",92
"36027",4798,479801,48,"NR_INTVWR_48","SSN_4798",6,"F_INCOME.HY010",0,2026-02-20 15:48:51,"20FÉVR.2026:15:48:51",14
"36028",4798,479801,48,"NR_INTVWR_48","SSN_4798",7,"F_INCOME.HY010",0,2026-02-20 15:49:05,"20FÉVR.2026:15:49:05",41
"36029",4798,479801,48,"NR_INTVWR_48","SSN_4798",8,"F_MODULES.CONSENT",0,2026-02-20 15:49:46,"20FÉVR.2026:15:49:46",112
"36030",4798,479801,48,"NR_INTVWR_48","SSN_4798",9,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-20 15:51:38,"20FÉVR.2026:15:51:38",74
"36031",4798,479801,48,"NR_INTVWR_48","SSN_4798",10,"F_ADMINISTRATION.TX_END",0,2026-02-20 15:52:52,"20FÉVR.2026:15:52:52",109
"36032",4798,479801,48,"NR_INTVWR_48","SSN_4798",11,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-20 15:54:41,"20FÉVR.2026:15:54:41",115
"36033",4799,479901,49,"NR_INTVWR_49","SSN_4799",1,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-15 16:17:22,"15FÉVR.2026:16:17:22",100
"36034",4799,479901,49,"NR_INTVWR_49","SSN_4799",2,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-15 16:19:02,"15FÉVR.2026:16:19:02",113
"36035",4799,479901,49,"NR_INTVWR_49","SSN_4799",3,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-15 16:20:55,"15FÉVR.2026:16:20:55",40
"36036",4800,480001,50,"NR_INTVWR_50","SSN_4800",1,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-13 08:38:27,"13FÉVR.2026:08:38:27",110
"36037",4800,480001,50,"NR_INTVWR_50","SSN_4800",2,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-13 08:40:17,"13FÉVR.2026:08:40:17",89
"36038",4800,480001,50,"NR_INTVWR_50","SSN_4800",3,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-13 08:41:46,"13FÉVR.2026:08:41:46",54
"36039",4800,480001,50,"NR_INTVWR_50","SSN_4800",4,"F_MODULES.CONSENT",0,2026-02-13 08:42:40,"13FÉVR.2026:08:42:40",75
"36040",4800,480001,50,"NR_INTVWR_50","SSN_4800",5,"F_INCOME.HY010",0,2026-02-13 08:43:55,"13FÉVR.2026:08:43:55",99
"36041",4800,480001,50,"NR_INTVWR_50","SSN_4800",6,"F_MODULES.CONSENT",0,2026-02-13 08:45:34,"13FÉVR.2026:08:45:34",108
"36042",4800,480001,50,"NR_INTVWR_50","SSN_4800",7,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-13 08:47:22,"13FÉVR.2026:08:47:22",117
"36043",4800,480001,50,"NR_INTVWR_50","SSN_4800",8,"F_INCOME.HY010",0,2026-02-13 08:49:19,"13FÉVR.2026:08:49:19",66
"36044",4800,480001,50,"NR_INTVWR_50","SSN_4800",9,"F_ADMINISTRATION.TX_END",0,2026-02-13 08:50:25,"13FÉVR.2026:08:50:25",29
"36045",4800,480001,50,"NR_INTVWR_50","SSN_4800",10,"F_MODULES.CONSENT",0,2026-02-13 08:50:54,"13FÉVR.2026:08:50:54",48
"36046",4800,480001,50,"NR_INTVWR_50","SSN_4800",11,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-13 08:51:42,"13FÉVR.2026:08:51:42",35
"36047",4801,480101,1,"NR_INTVWR_1","SSN_4801",1,"F_ADMINISTRATION.TX_END",0,2026-02-19 16:08:09,"19FÉVR.2026:16:08:09",102
"36048",4801,480101,1,"NR_INTVWR_1","SSN_4801",2,"F_ADMINISTRATION.TX_END",0,2026-02-19 16:09:51,"19FÉVR.2026:16:09:51",8
"36049",4801,480101,1,"NR_INTVWR_1","SSN_4801",3,"F_MODULES.CONSENT",0,2026-02-19 16:09:59,"19FÉVR.2026:16:09:59",115
"36050",4801,480101,1,"NR_INTVWR_1","SSN_4801",4,"F_MODULES.CONSENT",0,2026-02-19 16:11:54,"19FÉVR.2026:16:11:54",47
"36051",4801,480101,1,"NR_INTVWR_1","SSN_4801",5,"F_INCOME.HY010",0,2026-02-19 16:12:41,"19FÉVR.2026:16:12:41",23
"36052",4801,480101,1,"NR_INTVWR_1","SSN_4801",6,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-19 16:13:04,"19FÉVR.2026:16:13:04",13
"36053",4801,480101,1,"NR_INTVWR_1","SSN_4801",7,"F_INCOME.HY010",0,2026-02-19 16:13:17,"19FÉVR.2026:16:13:17",85
"36054",4801,480101,1,"NR_INTVWR_1","SSN_4801",8,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-19 16:14:42,"19FÉVR.2026:16:14:42",16
"36055",4801,480101,1,"NR_INTVWR_1","SSN_4801",9,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-19 16:14:58,"19FÉVR.2026:16:14:58",64
