PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL051,PL060,PL100,PL111,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX010,PX020,PX030,PX040,PX050,PC170,PC180,DB040,NR_ITW
2012,RO,1336542,878.083832335329,NA,2,2012,14,3,1967,2,1,3,RO,2,NA,5,1,NA,NA,NA,NA,3,2,40,NA,k,NA,15,1,2,NA,NA,NA,26,2,1,2,2,NA,1,1,0,0,3182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,44,133654,1,3,2,NA,RO41,RO41-4
2012,RO,1336543,878.083832335329,NA,2,2012,10,3,1988,1,1,3,RO,2,NA,5,1,NA,NA,2,NA,2,5,NA,NA,i,NA,3,NA,NA,1,NA,NA,20,4,2,3,2,NA,2,NA,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,23,133654,1,6,2,NA,RO41,RO41-4
2012,RO,1336544,878.083832335329,NA,2,2012,23,1,1989,2,1,3,RO,2,NA,3,6,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,1,3,1,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,22,133654,1,2,2,NA,RO41,RO41-4
2012,RO,1336561,878.083832335329,NA,2,2012,15,1,1954,1,2,3,RO,2,NA,2,5,NA,2,2,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,57,133656,1,6,2,NA,RO41,RO41-3
2012,RO,1336562,878.083832335329,NA,2,2012,30,4,1956,2,2,3,RO,2,NA,3,7,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,18,4,1,3,2,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2437,0,1,4.2391,55,133656,1,6,2,NA,RO41,RO41-3
2012,RO,1336563,878.083832335329,NA,2,2012,15,3,1982,1,1,3,RO,2,NA,3,1,NA,1,2,NA,3,7,NA,NA,f,NA,NA,NA,NA,2,NA,NA,20,3,1,3,2,NA,2,NA,0,0,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,29,133656,1,6,2,NA,RO41,RO41-3
2012,RO,1336564,878.083832335329,NA,2,2012,25,4,1984,1,1,3,RO,2,NA,3,5,NA,NA,2,NA,NA,9,25,NA,NA,NA,NA,NA,NA,2,NA,NA,18,1,2,1,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,27,133656,1,6,2,NA,RO41,RO41-3
2012,RO,1336565,878.083832335329,NA,2,2012,35,4,1989,1,1,3,RO,1,3,3,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,22,133656,1,3,2,NA,RO41,RO41-3
2012,RO,1337461,878.083832335329,NA,2,2012,20,4,1941,2,4,3,RO,2,NA,4,7,NA,NA,2,NA,3,5,NA,NA,NA,NA,1,NA,NA,2,NA,NA,20,1,1,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1203,0,0,0,0,1,4.2391,70,133746,1,6,2,NA,RO41,RO41-4
2012,RO,1337462,878.083832335329,NA,2,2012,26,2,1969,1,2,3,RO,2,NA,3,3,NA,NA,NA,NA,2,6,30,NA,a,NA,2,1,NA,NA,NA,4,22,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,1,4.2391,42,133746,1,6,2,NA,RO41,RO41-4
2012,RO,1337463,878.083832335329,NA,2,2012,12,2,1969,2,2,3,RO,2,NA,3,3,NA,1,NA,NA,2,6,40,NA,a,NA,2,NA,NA,2,NA,NA,20,3,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,1,4.2391,42,133746,1,7,2,NA,RO41,RO41-4
2012,RO,1337464,878.083832335329,NA,2,2012,20,1,1993,2,1,3,RO,1,5,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,19,2,2,3,1,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,18,133746,1,3,2,NA,RO41,RO41-4
2012,RO,1337511,878.083832335329,NA,2,2012,25,1,1949,2,2,2,RO,2,NA,3,7,NA,NA,NA,NA,4,5,40,NA,NA,NA,NA,NA,NA,2,NA,NA,20,1,1,1,2,7,2,NA,0,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,0,1,4.2391,62,133751,1,2,2,3,RO41,RO41-4
2012,RO,1337512,878.083832335329,NA,2,2012,20,2,1972,1,1,3,RO,2,NA,3,1,NA,NA,NA,NA,3,5,NA,NA,o,NA,2,1,2,2,NA,NA,19,2,1,3,2,NA,2,NA,0,0,8361,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,39,133751,1,2,2,NA,RO41,RO41-4
2012,RO,1337513,878.083832335329,NA,2,2012,15,3,1982,2,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,2,40,NA,b-e,NA,1,1,2,2,NA,NA,20,1,2,3,2,NA,2,NA,0,0,9051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,29,133751,1,7,2,NA,RO41,RO41-4
2012,RO,1337711,878.083832335329,NA,2,2012,15,3,1966,1,2,3,RO,2,3,4,5,NA,1,2,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,45,133771,1,6,2,NA,RO41,RO41-5
2012,RO,1337712,878.083832335329,NA,2,2012,15,2,1967,2,2,3,RO,2,NA,2,3,NA,2,NA,1,2,6,NA,NA,a,NA,NA,NA,NA,NA,NA,NA,22,2,1,1,2,NA,1,NA,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,4.2391,44,133771,1,2,2,NA,RO41,RO41-5
2012,RO,1337713,878.083832335329,NA,2,2012,28,2,1988,1,1,3,RO,2,NA,3,1,NA,NA,NA,NA,3,9,40,NA,g,NA,15,NA,2,2,NA,NA,24,3,2,3,2,NA,2,NA,0,0,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,23,133771,1,3,2,NA,RO41,RO41-5
2012,RO,1337714,878.083832335329,NA,2,2012,30,3,1989,2,1,3,RO,2,NA,3,6,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,1,3,2,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,22,133771,1,2,2,NA,RO41,RO41-5
2012,RO,1338241,878.083832335329,NA,2,2012,15,1,1936,1,2,3,RO,2,NA,2,7,NA,NA,2,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,1042,0,0,0,0,1,4.2391,75,133824,1,6,2,NA,RO41,RO41-1
2012,RO,1338242,878.083832335329,NA,2,2012,19,4,1937,2,2,3,RO,2,NA,2,7,NA,2,2,NA,3,6,40,NA,NA,NA,12,1,2,2,NA,NA,21,4,1,1,1,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,1,4.2391,74,133824,1,6,2,NA,RO41,RO41-1
2012,RO,1338243,878.083832335329,NA,2,2012,30,2,1966,2,2,3,RO,2,NA,4,1,NA,NA,NA,NA,3,5,40,NA,p,NA,13,1,2,NA,NA,NA,20,2,2,3,2,NA,2,NA,0,0,5989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,45,133824,1,6,2,NA,RO41,RO41-1
2012,RO,1338244,878.083832335329,NA,2,2012,10,2,1992,2,1,3,RO,2,NA,2,4,NA,NA,NA,NA,2,6,40,NA,a,NA,3,1,NA,2,NA,NA,18,2,1,3,2,1,2,1,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,1,4.2391,19,133824,1,3,2,NA,RO41,RO41-1
2012,RO,1338245,878.083832335329,NA,2,2012,15,2,1994,1,1,3,RO,1,NA,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,17,133824,1,6,2,NA,RO41,RO41-1
2012,RO,1338481,878.083832335329,NA,2,2012,20,2,1941,2,4,3,RO,2,NA,2,7,NA,1,NA,NA,3,6,40,NA,NA,NA,NA,1,2,2,NA,NA,NA,2,1,3,2,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,1242,628,0,0,0,1,4.2391,70,133848,1,6,2,NA,RO41,RO41-5
2012,RO,1338482,878.083832335329,NA,2,2012,30,3,1969,1,2,3,RO,2,3,5,11,NA,2,2,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,22,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,42,133848,1,3,2,NA,RO41,RO41-5
2012,RO,1338483,878.083832335329,NA,2,2012,15,2,1969,2,2,3,RO,1,5,3,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,18,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,42,133848,1,2,1,NA,RO41,RO41-5
2012,RO,1338484,878.083832335329,NA,2,2012,15,4,1993,2,1,3,RO,1,5,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,4,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,18,133848,1,3,2,NA,RO41,RO41-5
2012,RO,1338521,878.083832335329,NA,2,2012,30,1,1931,1,2,3,RO,2,NA,2,7,NA,1,2,NA,3,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,18,1,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,2171,0,0,0,0,1,4.2391,80,133852,1,6,2,NA,RO41,RO41-3
2012,RO,1338522,878.083832335329,NA,2,2012,16,4,1937,2,4,2,RO,2,NA,1,7,NA,1,NA,NA,2,8,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,22,2,1,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,968,0,0,0,0,1,4.2391,74,133852,1,2,2,NA,RO41,RO41-3
2012,RO,1338523,878.083832335329,NA,2,2012,14,2,1955,1,2,3,RO,2,NA,3,1,NA,1,2,NA,3,7,NA,NA,f,NA,NA,1,2,NA,1,NA,26,1,2,3,2,NA,2,NA,0,0,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,56,133852,1,7,2,NA,RO41,RO41-3
2012,RO,1338524,878.083832335329,NA,2,2012,23,4,1960,2,2,3,RO,2,NA,5,1,NA,NA,NA,NA,3,2,40,NA,q,NA,14,1,2,2,NA,NA,20,1,2,3,2,NA,2,NA,0,0,7844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,51,133852,1,2,2,NA,RO41,RO41-3
2012,RO,1338525,878.083832335329,NA,2,2012,50,4,1981,1,2,3,RO,2,NA,4,1,NA,NA,NA,NA,3,5,40,NA,q,NA,13,1,2,2,NA,NA,23,2,2,3,1,NA,2,NA,0,0,4215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,30,133852,1,2,2,NA,RO41,RO41-3
2012,RO,1338921,878.083832335329,NA,2,2012,15,1,1936,1,2,3,RO,2,NA,2,7,NA,NA,NA,NA,3,6,NA,NA,NA,NA,NA,NA,2,2,NA,NA,18,4,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,1738,0,0,0,0,1,4.2391,75,133892,1,2,1,NA,RO41,RO41-1
2012,RO,1338922,878.083832335329,NA,2,2012,20,1,1973,1,2,3,RO,2,NA,2,1,NA,NA,NA,NA,3,7,60,NA,q,NA,15,1,1,2,NA,NA,25,1,1,3,2,NA,2,NA,0,0,4149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,38,133892,1,2,2,NA,RO41,RO41-1
2012,RO,1338923,878.083832335329,NA,2,2012,20,3,1976,2,2,3,RO,2,NA,2,3,NA,NA,2,NA,NA,6,24,NA,a,NA,NA,NA,NA,2,NA,NA,19,3,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,1,4.2391,35,133892,1,2,2,NA,RO41,RO41-1
2012,RO,1338941,878.083832335329,NA,2,2012,15,1,1952,1,1,3,RO,2,NA,1,3,NA,2,2,NA,NA,6,NA,NA,h,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,59,133894,1,7,2,NA,RO41,RO41-2
2012,RO,1338942,878.083832335329,NA,2,2012,30,1,1955,2,4,3,RO,2,NA,5,1,NA,1,NA,NA,3,2,30,NA,k,NA,NA,1,2,2,NA,NA,23,2,2,2,2,NA,2,NA,0,0,2394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,56,133894,1,6,2,NA,RO41,RO41-2
2012,RO,1338943,878.083832335329,NA,2,2012,15,2,1984,1,1,3,RO,2,NA,5,3,NA,1,2,NA,2,6,NA,NA,a,NA,12,NA,2,NA,NA,NA,10,1,2,3,2,1,2,NA,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0,1,4.2391,27,133894,1,7,2,1,RO41,RO41-2
2012,RO,1338944,878.083832335329,NA,2,2012,15,1,1984,2,NA,3,NA,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,27,133894,1,2,2,NA,RO41,RO41-2
2012,RO,1339071,878.083832335329,NA,2,2012,25,4,1966,1,2,3,RO,1,NA,3,5,NA,2,2,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,45,133907,1,2,2,NA,RO41,RO41-2
2012,RO,1339072,878.083832335329,NA,2,2012,25,1,1974,2,2,3,RO,2,NA,2,3,NA,1,NA,NA,2,6,NA,NA,a,NA,NA,NA,NA,2,NA,NA,16,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0,1,4.2391,37,133907,1,7,2,NA,RO41,RO41-2
2012,RO,1339073,878.083832335329,NA,2,2012,16,2,1995,2,NA,3,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,16,133907,1,6,2,NA,RO41,RO41-2
2012,RO,1339075,878.083832335329,NA,2,2012,20,2,1939,2,4,3,RO,2,NA,2,7,NA,2,2,NA,4,9,NA,NA,NA,NA,2,NA,2,NA,NA,NA,19,2,2,3,2,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,1,4.2391,72,133907,1,2,2,NA,RO41,RO41-2
2012,RO,1339691,878.083832335329,NA,2,2012,16,1,1936,1,2,3,RO,2,NA,3,7,NA,NA,2,NA,2,3,NA,NA,NA,NA,4,1,NA,NA,NA,NA,16,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1420,282,0,0,0,1,4.2391,75,133969,1,2,2,NA,RO41,RO41-3
2012,RO,1339692,878.083832335329,NA,2,2012,15,3,1973,1,5,3,RO,2,NA,3,3,NA,NA,NA,NA,2,6,40,NA,a,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,2,NA,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,1,4.2391,38,133969,1,2,2,NA,RO41,RO41-3
2012,RO,1339693,878.083832335329,NA,2,2012,30,2,1976,2,2,3,RO,2,NA,5,1,NA,NA,NA,NA,1,2,40,NA,b-e,NA,NA,NA,2,2,NA,NA,34,1,2,3,1,NA,2,NA,0,0,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,35,133969,1,2,2,NA,RO41,RO41-3
2012,RO,1340471,878.083832335329,NA,2,2012,10,4,1971,1,2,3,RO,2,NA,2,3,NA,1,2,NA,3,6,40,NA,a,NA,NA,NA,2,2,NA,NA,16,3,2,3,1,NA,1,1,0,0,0,0,0,0,0,0,1842,0,0,0,0,0,0,0,1,4.2391,40,134047,1,3,2,1,RO41,RO41-4
2012,RO,1340472,878.083832335329,NA,2,2012,25,3,1973,2,2,3,RO,2,5,2,3,NA,NA,1,NA,2,6,30,NA,a,NA,4,NA,NA,2,NA,NA,17,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,1,4.2391,38,134047,1,2,2,2,RO41,RO41-4
2012,RO,1340473,878.083832335329,NA,2,2012,30,4,1994,2,1,3,RO,1,NA,2,6,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,17,134047,1,2,2,NA,RO41,RO41-4
2012,RO,1340771,878.083832335329,NA,2,2012,5,2,1940,1,2,3,RO,2,NA,2,7,NA,NA,2,NA,2,9,NA,NA,NA,NA,2,NA,NA,2,NA,NA,19,4,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,794,0,0,0,0,1,4.2391,71,134077,1,6,2,NA,RO41,RO41-4
2012,RO,1340772,878.083832335329,NA,2,2012,15,3,1944,2,4,3,RO,2,3,2,7,NA,2,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,67,134077,1,7,2,NA,RO41,RO41-4
2012,RO,1340773,878.083832335329,NA,2,2012,30,1,1969,1,2,3,RO,2,NA,3,1,NA,NA,NA,NA,4,7,40,NA,f,NA,2,NA,NA,2,NA,NA,23,1,1,3,2,6,2,NA,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,42,134077,1,2,2,NA,RO41,RO41-4
2012,RO,1340774,878.083832335329,NA,2,2012,10,1,1968,2,2,3,RO,2,NA,3,3,NA,NA,NA,NA,4,6,NA,NA,a,NA,NA,NA,NA,2,NA,NA,20,2,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,1,4.2391,43,134077,1,NA,2,NA,RO41,RO41-4
2012,RO,1340775,878.083832335329,NA,2,2012,15,2,1991,2,1,3,RO,1,NA,3,6,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,20,134077,1,2,2,NA,RO41,RO41-4
2012,RO,1340776,878.083832335329,NA,2,2012,5,4,1931,2,4,3,RO,2,NA,1,7,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,1,2,NA,NA,NA,19,1,1,2,2,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,2298,0,0,0,0,1,4.2391,80,134077,1,6,2,NA,RO41,RO41-4
2012,RO,1340911,878.083832335329,NA,2,2012,15,2,1954,1,2,3,RO,2,NA,3,5,NA,2,1,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,57,134091,1,2,2,NA,RO41,RO41-4
2012,RO,1340912,878.083832335329,NA,2,2012,32,1,1955,2,2,3,RO,2,5,3,10,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,2,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,56,134091,1,7,2,NA,RO41,RO41-4
2012,RO,1340913,878.083832335329,NA,2,2012,9,2,1977,1,2,3,RO,2,NA,4,1,NA,NA,NA,NA,3,5,40,NA,p,NA,NA,1,2,NA,NA,NA,24,1,2,3,2,NA,2,NA,0,0,3725,1436,1436,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,34,134091,1,2,2,NA,RO41,RO41-4
2012,RO,1340914,878.083832335329,NA,2,2012,25,1,1981,2,1,3,RO,2,3,3,10,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,30,134091,1,2,2,NA,RO41,RO41-4
2012,RO,1341151,878.083832335329,NA,2,2012,30,3,1953,1,2,3,RO,2,3,3,3,NA,1,2,NA,2,6,NA,NA,a,NA,NA,1,NA,NA,NA,NA,24,2,1,2,2,NA,2,NA,0,0,0,0,0,0,0,0,731,0,0,0,0,0,0,0,1,4.2391,58,134115,1,6,2,NA,RO41,RO41-4
2012,RO,1341152,878.083832335329,NA,2,2012,15,3,1958,2,2,3,RO,2,NA,3,1,NA,NA,2,NA,2,5,40,NA,g,NA,NA,1,NA,NA,NA,NA,19,2,2,3,2,1,2,NA,0,0,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,53,134115,1,2,2,NA,RO41,RO41-4
2012,RO,1341153,878.083832335329,NA,2,2012,15,4,1977,1,2,3,RO,2,NA,3,3,NA,NA,2,NA,3,6,40,NA,a,NA,NA,NA,NA,2,NA,NA,20,4,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,1,4.2391,34,134115,1,6,2,NA,RO41,RO41-4
2012,RO,1341154,878.083832335329,NA,2,2012,20,2,1982,2,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,9,40,NA,f,NA,13,1,2,2,NA,NA,23,2,2,3,2,NA,1,NA,0,0,8726,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,29,134115,1,3,2,NA,RO41,RO41-4
2012,RO,1341431,878.083832335329,NA,2,2012,30,1,1970,1,2,3,RO,2,NA,3,3,NA,NA,2,NA,3,6,NA,NA,a,NA,3,NA,NA,NA,NA,NA,19,1,2,3,2,1,2,NA,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,1,4.2391,41,134143,1,2,2,NA,RO41,RO41-3
2012,RO,1341432,878.083832335329,NA,2,2012,30,3,1969,2,2,3,RO,2,5,2,10,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,18,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,42,134143,1,7,2,NA,RO41,RO41-3
2012,RO,1341433,878.083832335329,NA,2,2012,12,2,1989,1,1,3,RO,2,NA,2,3,NA,NA,2,NA,2,6,NA,NA,a,NA,2,NA,NA,NA,NA,NA,30,1,1,3,2,NA,1,NA,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,1,4.2391,22,134143,1,7,2,NA,RO41,RO41-3
2012,RO,1341434,878.083832335329,NA,2,2012,12,2,1992,1,1,3,RO,2,NA,2,3,NA,NA,NA,NA,NA,6,40,NA,a,NA,1,NA,2,NA,NA,NA,22,4,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,1,4.2391,19,134143,1,3,2,NA,RO41,RO41-3
2012,RO,1341481,878.083832335329,NA,2,2012,25,3,1950,1,1,3,RO,2,NA,2,3,NA,NA,2,NA,2,6,40,NA,a,NA,2,NA,NA,2,NA,NA,17,2,1,3,2,NA,2,NA,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,1,4.2391,61,134148,1,3,2,NA,RO41,RO41-3
2012,RO,1341482,878.083832335329,NA,2,2012,15,1,1949,2,4,3,RO,2,NA,1,7,NA,NA,2,NA,3,6,40,NA,NA,NA,13,1,2,2,NA,NA,16,1,1,2,2,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,1659,85,0,0,0,1,4.2391,62,134148,1,6,2,NA,RO41,RO41-3
2012,RO,1341483,878.083832335329,NA,2,2012,20,3,1969,1,2,3,RO,2,NA,3,3,NA,NA,NA,NA,2,6,10,NA,a,NA,NA,NA,2,NA,NA,NA,NA,1,2,3,1,NA,2,NA,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,1,4.2391,42,134148,1,2,2,NA,RO41,RO41-3
2012,RO,1341484,878.083832335329,NA,2,2012,20,3,1973,2,2,3,RO,2,NA,1,10,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,38,134148,1,6,2,NA,RO41,RO41-3
2012,RO,1341485,878.083832335329,NA,2,2012,16,4,1993,1,1,3,RO,2,NA,2,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,18,134148,1,6,2,NA,RO41,RO41-3
2012,RO,1341486,878.083832335329,NA,2,2012,20,2,1995,2,NA,3,NA,2,3,NA,NA,NA,2,2,NA,3,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,16,134148,1,7,2,NA,RO41,RO41-3
2012,RO,1341871,878.083832335329,NA,2,2012,24,2,1970,1,2,3,RO,2,NA,5,1,NA,1,NA,NA,3,0 - 1,48,NA,o,NA,13,NA,2,2,NA,NA,18,1,2,3,2,NA,2,NA,0,0,20803,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,41,134187,1,3,2,NA,RO41,RO41-4
2012,RO,1341872,878.083832335329,NA,2,2012,40,1,1969,2,2,3,RO,2,NA,2,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,42,134187,1,2,2,NA,RO41,RO41-4
2012,RO,1341873,878.083832335329,NA,2,2012,19,1,1989,1,1,3,RO,1,NA,3,6,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,2,3,2,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,22,134187,1,6,2,NA,RO41,RO41-4
2012,RO,1341874,878.083832335329,NA,2,2012,30,1,1992,1,1,3,RO,1,NA,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,20,1,2,2,2,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,19,134187,1,7,2,NA,RO41,RO41-4
