PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL051,PL060,PL100,PL111,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PD020,PD030,PD050,PD060,PD070,PD080,PD090,PW010,PW020,PW030,PW040,PW050,PW060,PW070,PW080,PW090,PW100,PW110,PW120,PW130,PW140,PW150,PW160,PW170,PW180,PW190,PW200,PW210,PW220,PX010,PX020,PX030,PX040,PX050,PX200,DB040,NR_ITW
2013,BE,781331,688.549160671463,NA,2,2013,NA,2,1968,1,2,1,BE,2,NA,3,2,NA,NA,NA,NA,3,7,NA,NA,l-n,NA,13,NA,1,NA,NA,NA,17,2,2,3,2,NA,2,8,0,1,14032,359,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,NA,NA,10,9,2,2,3,3,3,7,NA,NA,5,0,NA,5,2,1,8,7,9,2,1,44,78133,1,2,1639.094025,BE32,BE32-2
2013,BE,781332,688.549160671463,NA,2,2013,NA,1,1976,2,1,1,BE,2,NA,5,1,NA,1,NA,NA,3,4,NA,NA,o,NA,NA,1,2,NA,1,NA,22,3,2,2,2,NA,2,1,1560,1,6066,936,403,12645,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,8,9,7,8,4,2,4,5,NA,NA,NA,7,5,99,0,4,1,2,NA,9,6,1,1,36,78133,1,2,1420.5451325,BE32,BE32-2
2013,BE,781381,688.549160671463,NA,2,2013,NA,2,1964,1,2,1,EU,2,NA,2,1,NA,NA,NA,NA,2,0 - 1,NA,NA,h,NA,12,1,2,2,NA,NA,14,1,2,3,2,NA,1,NA,0,1,22653,0,0,8725,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,5,5,7,6,8,1,4,2,4,2,NA,NA,7,0,6,NA,8,1,1,NA,6,5,3,1,48,78138,1,7,1578.3646676,BE32,BE32-1
2013,BE,781382,688.549160671463,NA,4,2013,NA,2,1952,2,2,2,BE,2,NA,3,1,1,NA,NA,NA,3,2,NA,NA,b-e,NA,13,2,2,2,NA,NA,21,2,1,3,2,NA,2,NA,0,1,59429,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,1,8,NA,4,7,4,NA,2,4,2,7,9,7,5,6,6,8,NA,1,6,8,9,3,1,60,78138,1,2,NA,BE32,BE32-1
2013,BE,781383,688.549160671463,NA,1,2013,NA,4,1989,1,1,1,BE,1,3,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,2,1,2,NA,2,NA,1018,1,998,0,0,16350,1,840,0,0,0,0,0,0,0,0,1,2,1,1,3,1,3,6,5,9,7,8,3,5,4,NA,3,NA,NA,8,NA,NA,7,8,NA,1,7,8,6,NA,1,23,78138,1,7,632.10289643,BE32,BE32-1
2013,BE,781384,688.549160671463,NA,4,2013,NA,1,1994,2,1,1,BE,2,5,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,NA,2,NA,990,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,1,5,8,9,3,9,NA,1,1,5,2,NA,NA,6,NA,NA,10,9,NA,1,6,9,7,1,1,18,78138,1,7,NA,BE32,BE32-1
2013,BE,781391,688.549160671463,NA,2,2013,NA,3,1978,2,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,3,38,NA,l-n,NA,13,1,2,2,NA,NA,22,2,2,3,2,NA,2,NA,0,1,6249,0,0,14605,1,720,0,0,32381,0,0,0,0,0,1,1,1,1,3,1,1,5,8,8,NA,5,3,5,3,5,2,4,NA,5,6,5,8,7,1,1,5,NA,NA,NA,1,34,78139,1,5,NA,BE32,BE32-2
2013,BE,781392,688.549160671463,NA,2,2013,NA,2,1981,1,1,1,BE,2,NA,3,1,NA,NA,NA,NA,3,7,22,NA,b-e,NA,1,1,1,2,NA,NA,26,1,2,3,2,NA,2,NA,0,1,36185,693,0,17210,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,5,NA,8,8,8,4,5,2,3,3,NA,10,7,NA,7,6,8,1,1,NA,5,NA,3,1,31,78139,1,6,1120.4103499,BE32,BE32-2
2013,BE,781751,688.549160671463,NA,2,2013,NA,1,1963,1,1,3,BE,2,NA,1,1,NA,1,NA,NA,3,6,38,NA,NA,NA,3,1,1,NA,NA,NA,22,4,2,3,2,1,2,NA,0,1,15736,781,0,0,1,0,0,0,6731,0,0,0,0,0,1,1,1,1,1,1,1,5,6,9,7,9,NA,3,3,4,2,NA,NA,9,7,5,6,2,2,2,5,7,NA,2,1,49,78175,1,8,687.32567236,BE32,BE32-4
2013,BE,781752,688.549160671463,NA,2,2013,NA,3,1968,2,2,1,BE,2,NA,3,2,NA,1,NA,NA,3,9,23,NA,p,NA,NA,1,1,NA,NA,NA,16,2,2,1,2,NA,2,NA,1540,1,13666,3079,1208,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,8,9,8,4,4,2,5,2,NA,NA,8,6,4,NA,9,1,1,7,7,8,2,1,44,78175,1,2,NA,BE32,BE32-4
2013,BE,781753,688.549160671463,NA,2,2013,NA,3,1990,2,1,3,BE,2,3,3,6,NA,2,2,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,0,1,0,0,0,15990,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,5,5,9,8,8,5,4,4,4,2,NA,NA,7,NA,NA,8,10,1,NA,7,NA,8,NA,1,22,78175,1,2,632.34114463,BE32,BE32-4
2013,BE,781821,688.549160671463,NA,2,2013,NA,2,1975,2,1,2,BE,2,NA,3,1,NA,1,2,NA,2,7,NA,NA,f,NA,NA,1,1,NA,NA,NA,18,NA,2,3,2,NA,2,NA,500,1,15494,113,0,16868,1,912,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,5,10,8,5,6,3,NA,3,4,2,6,NA,10,5,4,NA,8,1,1,3,7,6,2,1,37,78182,1,2,313.77951064,BE32,BE32-3
2013,BE,781822,688.549160671463,NA,2,2013,NA,3,1969,1,2,1,BE,2,NA,3,1,1,NA,NA,NA,3,3,36,NA,g,NA,13,1,1,2,NA,NA,21,3,2,3,2,NA,2,NA,0,1,40527,2807,0,6136,1,840,0,0,0,0,0,0,0,0,1,1,3,1,2,1,1,5,9,6,7,NA,3,4,1,NA,3,7,NA,7,3,6,7,7,2,1,8,9,6,1,1,43,78182,1,7,1980.4342717,BE32,BE32-3
2013,BE,781891,688.549160671463,NA,2,2013,NA,2,1971,2,1,1,EU,1,NA,2,10,NA,1,2,NA,NA,NA,6,NA,NA,NA,11,NA,2,NA,NA,NA,NA,3,1,3,2,NA,2,NA,900,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,1,1,7,NA,8,9,2,3,NA,NA,3,NA,NA,8,7,NA,7,7,1,NA,NA,8,8,2,1,41,78189,1,7,NA,BE32,BE32-1
2013,BE,781892,688.549160671463,NA,4,2013,NA,3,1995,1,1,1,BE,2,3,2,6,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,1,3,2,NA,2,NA,0,1,0,0,0,0,1,850,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,6,7,NA,NA,NA,4,5,4,5,2,NA,NA,NA,NA,7,NA,NA,1,1,7,NA,10,1,1,17,78189,1,3,1702.8206903,BE32,BE32-1
2013,BE,781894,688.549160671463,NA,2,2013,NA,4,1966,1,2,3,BE,2,NA,3,1,1,NA,NA,NA,3,7,38,NA,g,NA,13,1,2,2,NA,NA,22,2,2,3,2,NA,2,NA,0,1,32493,1987,1987,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,7,NA,7,NA,4,3,5,2,NA,8,6,8,6,5,9,1,1,4,7,8,1,1,46,78189,1,2,1035.7196287,BE32,BE32-1
2013,BE,781941,688.549160671463,NA,2,2013,NA,4,1970,2,1,1,BE,2,NA,2,7,1,NA,NA,NA,3,4,NA,NA,NA,NA,NA,1,2,NA,NA,NA,18,2,2,3,2,NA,2,NA,313,1,0,0,0,0,1,0,0,0,0,0,0,0,16741,0,1,1,1,3,1,1,1,5,8,7,8,7,5,4,2,2,2,NA,10,8,4,5,2,8,1,1,4,8,8,2,1,42,78194,1,3,1418.5304338,BE32,BE32-2
2013,BE,781942,688.549160671463,NA,2,2013,NA,1,1991,2,2,3,BE,2,NA,3,10,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,1,9,8,8,10,NA,4,3,5,3,NA,NA,9,6,NA,7,NA,1,1,NA,6,6,3,1,21,78194,1,7,2307.6118761,BE32,BE32-2
2013,BE,781943,688.549160671463,NA,4,2013,NA,1,1994,2,1,1,BE,2,5,2,6,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,20,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,7,10,6,6,5,3,NA,NA,3,NA,NA,1,4,5,6,NA,NA,1,8,6,NA,3,1,18,78194,1,7,NA,BE32,BE32-2
2013,BE,781944,688.549160671463,NA,3,2013,NA,3,1957,1,2,3,BE,2,NA,3,8,NA,1,NA,NA,3,7,70,NA,NA,NA,NA,1,2,NA,NA,NA,18,1,1,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11687,0,1,1,1,NA,1,1,1,1,99,9,5,6,4,5,2,4,3,NA,6,7,0,1,6,7,2,1,9,7,5,1,1,55,78194,1,7,912.11119494,BE32,BE32-2
2013,BE,782091,688.549160671463,NA,2,2013,NA,3,1956,1,2,3,BE,2,NA,3,1,1,NA,NA,NA,3,8,40,NA,NA,NA,NA,1,1,2,NA,NA,22,2,2,3,2,NA,2,NA,0,1,47433,2893,0,7536,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,8,8,8,9,3,4,2,5,2,8,NA,2,6,7,8,7,1,1,7,NA,6,1,1,56,78209,1,2,835.40802146,BE32,BE32-5
2013,BE,782092,688.549160671463,NA,2,2013,NA,2,1965,2,5,3,BE,2,NA,5,5,1,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,16,2,2,2,2,NA,2,NA,0,1,0,0,0,7718,1,0,0,0,5955,0,0,0,0,0,1,1,1,1,3,1,3,5,5,7,1,7,NA,3,2,4,3,NA,NA,NA,99,6,7,0,2,2,7,8,7,NA,1,47,78209,1,2,1253.161746,BE32,BE32-5
2013,BE,782093,688.549160671463,NA,3,2013,NA,4,1990,2,1,2,BE,1,3,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,14,4,2,3,2,NA,2,NA,0,1,0,0,0,11361,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,6,NA,5,NA,9,1,NA,NA,5,2,NA,NA,NA,NA,5,6,9,NA,1,6,7,8,NA,1,22,78209,1,2,600.49737653,BE32,BE32-5
2013,BE,782094,688.549160671463,NA,2,2013,NA,1,1991,2,1,1,BE,1,NA,3,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,360,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,6,9,8,8,NA,NA,4,2,5,2,NA,NA,5,NA,1,8,NA,1,1,5,NA,7,1,1,21,78209,1,2,NA,BE32,BE32-5
2013,BE,782111,688.549160671463,NA,2,2013,NA,3,1967,1,5,1,BE,2,NA,2,5,NA,1,NA,NA,3,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,20,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,5723,0,0,0,0,0,1,1,1,1,1,1,3,5,4,9,3,8,4,3,1,3,1,NA,NA,8,99,4,5,10,1,1,5,8,5,2,1,45,78211,1,2,NA,BE32,BE32-3
2013,BE,782112,688.549160671463,NA,2,2013,NA,3,1969,2,2,NA,BE,2,NA,5,1,NA,NA,NA,NA,3,3,30,NA,r-u,NA,13,NA,2,2,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,29631,0,0,12853,1,948,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,8,9,8,7,3,3,3,5,2,7,NA,6,3,NA,4,8,NA,1,7,8,8,2,1,43,78211,1,2,633.00166415,BE32,BE32-3
2013,BE,782281,688.549160671463,NA,2,2013,NA,4,1964,1,5,3,BE,2,NA,4,3,1,NA,NA,NA,3,0 - 1,45,NA,g,NA,13,1,2,2,NA,NA,23,2,1,2,2,NA,2,NA,0,1,0,0,0,0,1,910,43092,0,0,0,0,0,0,0,1,1,1,1,1,2,3,6,NA,10,4,NA,5,3,3,5,2,NA,1,5,3,7,8,8,1,1,NA,5,8,1,1,48,78228,1,6,3101.0846783,BE32,BE32-4
2013,BE,782282,688.549160671463,NA,4,2013,NA,1,1952,2,2,1,BE,2,NA,2,8,NA,NA,NA,NA,3,4,66,NA,NA,NA,NA,1,2,NA,NA,NA,19,2,2,2,2,NA,2,NA,0,1,0,0,0,11925,1,0,0,0,0,0,0,0,13509,0,1,1,1,3,2,1,2,1,8,8,8,4,4,NA,2,5,3,NA,NA,4,2,4,7,8,1,1,5,4,6,NA,1,60,78228,1,6,954.83758201,BE32,BE32-4
2013,BE,782283,688.549160671463,NA,2,2013,NA,3,1989,1,1,3,BE,1,5,1,5,NA,2,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,341,0,0,0,0,0,1,1,1,1,1,1,1,1,10,7,6,5,1,5,2,NA,4,NA,NA,9,5,2,7,9,1,NA,NA,NA,9,3,1,23,78228,1,7,1177.1992628,BE32,BE32-4
2013,BE,782284,688.549160671463,NA,4,2013,NA,3,1994,2,1,2,BE,2,3,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,11,NA,2,2,3,2,NA,2,NA,0,1,0,0,0,17022,1,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,5,NA,NA,NA,8,1,5,3,5,3,NA,NA,8,NA,NA,7,9,NA,1,NA,9,9,NA,1,18,78228,1,2,455.55447864,BE32,BE32-4
2013,BE,782321,688.549160671463,NA,3,2013,NA,4,1971,1,5,1,BE,2,NA,1,5,NA,1,2,NA,2,7,NA,NA,NA,3,NA,NA,2,NA,NA,NA,25,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,4204,0,0,0,0,0,1,1,1,1,1,1,1,5,8,8,8,6,3,4,3,NA,2,NA,NA,6,8,6,1,9,1,1,4,6,8,2,1,41,78232,1,2,571.10814561,BE32,BE32-2
2013,BE,782324,688.549160671463,NA,2,2013,NA,1,1969,2,5,1,EU,2,NA,5,1,NA,1,NA,NA,3,4,NA,NA,g,NA,13,NA,2,2,NA,NA,23,2,1,2,2,NA,2,NA,0,1,19563,0,0,13348,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,10,8,7,9,3,5,3,3,1,3,7,10,3,6,7,8,1,1,NA,8,9,1,1,43,78232,1,7,1059.0450237,BE32,BE32-2
2013,BE,782361,688.549160671463,NA,3,2013,NA,2,1988,2,1,1,BE,2,3,2,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,2,3,2,NA,1,NA,0,1,0,0,0,9655,1,0,0,0,0,0,0,0,0,0,1,3,1,3,1,1,1,5,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,6,NA,NA,8,7,1,1,5,NA,9,NA,1,24,78236,1,6,2876.3393055,BE32,BE32-4
2013,BE,782363,688.549160671463,NA,2,2013,NA,3,1980,1,2,3,BE,2,5,4,3,NA,1,2,NA,3,2,38,NA,f,NA,NA,1,NA,NA,NA,4,18,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,25832,0,0,0,0,0,0,0,1,2,1,1,1,1,1,3,6,NA,4,8,4,5,3,NA,2,7,NA,9,NA,5,5,10,1,1,5,8,6,2,1,32,78236,1,6,1047.2339869,BE32,BE32-4
2013,BE,782381,688.549160671463,NA,2,2013,NA,2,1960,1,3,1,EU,1,NA,2,8,NA,NA,2,NA,3,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,3,2,NA,2,NA,2106,1,0,0,0,7836,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,6,9,10,3,3,NA,4,3,NA,NA,NA,NA,NA,6,1,1,1,7,7,7,1,1,52,78238,1,6,748.75469234,BE32,BE32-1
2013,BE,782382,688.549160671463,NA,2,2013,NA,3,1955,2,2,3,BE,2,NA,3,7,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,8,NA,9,4,NA,2,4,1,NA,NA,7,7,NA,10,NA,1,NA,8,NA,6,3,1,57,78238,1,2,778.93217826,BE32,BE32-1
2013,BE,782383,688.549160671463,NA,3,2013,NA,1,1990,2,1,1,BE,1,NA,3,6,NA,2,2,NA,4,NA,60,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,3,NA,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,5,9,NA,NA,9,NA,5,4,5,NA,NA,NA,NA,NA,7,1,8,NA,2,7,4,7,2,1,22,78238,1,2,1131.8328695,BE32,BE32-1
2013,BE,782384,688.549160671463,NA,2,2013,NA,3,1992,2,1,1,BE,2,NA,2,6,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,1400,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,1,6,8,NA,NA,8,NA,NA,NA,1,NA,NA,NA,NA,5,2,8,NA,NA,1,NA,4,7,NA,1,20,78238,1,7,784.92467108,BE32,BE32-1
2013,BE,782391,688.549160671463,NA,3,2013,NA,1,1965,2,1,3,BE,2,NA,5,1,1,NA,NA,NA,3,2,22,NA,p,NA,6,1,2,2,NA,NA,22,1,2,3,2,NA,2,NA,0,1,40544,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,7,9,4,8,3,3,2,3,2,6,5,6,NA,4,5,8,1,1,8,8,9,2,1,47,78239,1,5,768.58564101,BE32,BE32-3
2013,BE,782392,688.549160671463,NA,2,2013,NA,4,1993,1,1,3,BE,1,NA,2,6,1,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,2,NA,0,1,0,0,0,30115,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,5,NA,9,NA,9,3,NA,3,5,2,NA,NA,9,7,7,7,NA,NA,1,4,0,NA,2,1,19,78239,1,5,717.84718268,BE32,BE32-3
2013,BE,782393,688.549160671463,NA,2,2013,NA,2,1995,1,1,1,BE,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,15,1,2,3,2,NA,2,NA,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,7,NA,3,10,NA,NA,NA,4,NA,NA,NA,8,1,5,4,NA,1,1,1,NA,9,2,1,17,78239,1,2,2248.7438062,BE32,BE32-3
2013,BE,782591,688.549160671463,NA,2,2013,NA,1,1970,1,3,1,BE,1,NA,5,1,1,NA,NA,NA,3,3,40,NA,i,7,13,1,2,2,NA,NA,18,1,2,3,2,NA,2,NA,0,1,44755,859,0,6777,1,573,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,9,9,NA,8,3,4,NA,3,2,9,NA,8,2,5,8,6,1,1,3,8,9,2,1,42,78259,1,3,418.1428528,BE32,BE32-3
2013,BE,782594,688.549160671463,NA,2,2013,NA,1,1968,2,2,1,BE,2,NA,5,1,1,NA,2,NA,3,3,NA,NA,o,NA,NA,1,NA,2,NA,NA,20,2,2,2,1,NA,2,NA,0,1,19347,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,8,6,8,5,3,2,4,1,NA,4,7,0,5,NA,9,1,1,NA,8,6,4,1,44,78259,1,6,543.05707004,BE32,BE32-3
2013,BE,782681,688.549160671463,NA,2,2013,NA,4,1977,1,2,1,BE,2,NA,3,5,NA,2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,21,3,1,1,2,NA,2,NA,0,1,3144,0,0,11673,1,0,0,0,11645,0,0,0,0,0,1,1,1,1,1,1,3,6,NA,6,8,NA,3,3,3,2,3,NA,NA,9,5,5,2,7,1,2,NA,5,5,2,1,35,78268,1,7,1736.2166881,BE32,BE32-4
2013,BE,782682,688.549160671463,NA,3,2013,NA,4,1980,2,2,1,BE,2,NA,2,5,1,2,2,1,3,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,18,3,2,2,2,NA,2,1,0,1,15478,0,0,5442,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,1,6,7,NA,8,8,3,5,4,NA,1,NA,NA,9,8,9,5,10,1,1,NA,8,NA,3,1,32,78268,1,2,NA,BE32,BE32-4
2013,BE,782771,688.549160671463,NA,2,2013,NA,2,1975,1,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,NA,38,NA,b-e,NA,11,1,2,2,NA,NA,19,2,2,3,2,NA,2,NA,0,1,32569,1538,1108,9438,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,9,5,8,10,5,3,2,NA,2,NA,6,6,NA,5,4,8,1,1,5,7,8,1,1,37,78277,1,6,529.54721039,BE32,BE32-2
2013,BE,782772,688.549160671463,NA,3,2013,NA,2,1977,2,2,1,BE,2,NA,3,2,1,NA,NA,NA,3,5,40,NA,q,NA,13,1,2,2,NA,10,24,2,2,3,2,NA,1,NA,0,1,36672,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,8,NA,NA,7,4,NA,2,2,2,NA,6,8,5,6,5,10,1,1,7,8,8,1,1,35,78277,1,6,435.51012033,BE32,BE32-2
2013,BE,782881,688.549160671463,NA,2,2013,NA,1,1964,1,1,1,BE,2,NA,2,8,NA,1,1,NA,3,7,NA,NA,NA,NA,NA,2,2,2,NA,NA,20,1,2,3,2,NA,2,NA,0,1,0,0,0,13089,1,0,0,0,0,0,0,0,7233,0,1,1,1,1,1,1,1,5,7,8,NA,NA,5,5,NA,3,3,NA,5,6,1,5,7,8,1,1,6,6,9,3,1,48,78288,1,7,4849.2104772,BE32,BE32-2
2013,BE,782882,688.549160671463,NA,2,2013,NA,4,1963,2,5,1,BE,2,NA,3,2,NA,2,NA,NA,3,9,NA,NA,q,NA,NA,NA,2,2,NA,NA,20,2,1,2,2,NA,2,NA,490,1,0,0,0,11305,1,0,0,0,14746,0,0,0,0,0,1,1,1,1,1,2,1,1,3,7,7,NA,4,4,4,3,NA,NA,9,8,4,3,8,9,NA,1,8,8,7,3,1,49,78288,1,2,NA,BE32,BE32-2
2013,BE,782883,688.549160671463,NA,2,2013,NA,3,1990,1,1,2,BE,1,5,3,6,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,2,NA,0,1,0,0,0,6619,1,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,1,5,NA,6,5,9,1,5,2,4,2,NA,NA,NA,NA,7,NA,8,1,1,6,NA,NA,4,1,22,78288,1,6,749.37254995,BE32,BE32-2
2013,BE,782884,688.549160671463,NA,2,2013,NA,4,1992,2,1,1,BE,2,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,18,2,2,3,2,NA,2,5,0,1,0,0,0,9962,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,5,7,NA,10,NA,2,4,3,4,3,NA,NA,7,8,5,8,8,1,NA,7,8,6,2,1,20,78288,1,7,NA,BE32,BE32-2
2013,BE,783211,688.549160671463,NA,2,2013,NA,1,1968,1,2,1,BE,2,NA,3,1,1,1,NA,NA,3,9,48,NA,l-n,4,NA,NA,2,2,2,NA,21,2,1,1,2,NA,2,NA,800,1,23277,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,NA,3,2,3,6,9,8,8,9,5,4,2,5,2,7,9,8,4,4,7,6,1,1,4,NA,8,2,1,44,78321,1,NA,365.27321011,BE32,BE32-3
2013,BE,783212,688.549160671463,NA,4,2013,NA,2,1968,2,5,1,BE,2,NA,5,1,1,NA,NA,NA,3,3,32,NA,q,NA,13,1,2,2,NA,NA,24,1,2,1,2,NA,2,NA,4018,1,43161,3811,1102,15823,1,910,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,1,1,8,8,10,8,4,5,2,4,1,8,5,8,7,4,5,8,1,1,5,9,7,1,1,44,78321,1,2,544.63830374,BE32,BE32-3
2013,BE,783213,688.549160671463,NA,2,2013,NA,3,1992,1,1,3,BE,1,NA,3,6,1,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,5,8,6,7,NA,4,5,2,NA,2,NA,NA,NA,99,5,8,8,1,NA,NA,NA,NA,3,1,20,78321,1,6,839.91925968,BE32,BE32-3
2013,BE,783214,688.549160671463,NA,2,2013,NA,2,1995,2,1,1,BE,2,NA,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,NA,99,8,9,3,4,2,5,2,NA,NA,6,5,NA,6,9,1,1,5,NA,8,1,1,17,78321,1,6,NA,BE32,BE32-3
2013,BE,783231,688.549160671463,NA,2,2013,NA,2,1971,1,1,1,BE,2,NA,3,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,4,2,3,1,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14625,0,1,1,1,1,1,1,1,1,10,7,5,8,5,3,2,3,2,NA,NA,8,NA,4,NA,5,1,1,4,NA,6,4,1,41,78323,1,2,527.28608021,BE32,BE32-2
2013,BE,783233,688.549160671463,NA,2,2013,NA,3,1977,2,2,1,BE,1,NA,5,4,NA,1,2,NA,NA,3,NA,NA,l-n,NA,NA,1,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,380,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,8,10,NA,8,3,4,2,5,NA,NA,NA,NA,7,5,2,NA,1,NA,NA,NA,7,NA,1,35,78323,1,6,877.7930414,BE32,BE32-2
