PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL050,PL051,PL060,PL100,PL111,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX010,PX020,PX030,PX040,PX050,PT005,PT010,PT020,PT030,PT040,PT050,PT060,PT070,PT080,PT090,PT100,PT110,PT120,PT130,PT140,PT150,PT160,PT170,PT180,PT190,PT200,PT210,DB040,NR_ITW
2011,BE,822011,840.737240075614,NA,1,2011,13,2,1930,2,4,1,BE,1,NA,1,10,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,18,4,2,3,2,NA,1,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,216,0,0,1,1,80,82201,1,6,0,NA,NA,NA,NA,NA,NA,1,NA,-1,1,NA,NA,NA,NA,7,5,NA,NA,3,4,NA,BE33,BE33-3
2011,BE,822051,840.737240075614,NA,2,2011,6,1,1977,1,1,NA,BE,2,NA,5,1,NA,NA,2,NA,3,12,2,38,NA,b-e,NA,15,1,NA,NA,NA,NA,25,2,1,1,2,NA,2,NA,0,1,25726,2026,2026,13603,1,0,0,0,0,0,0,0,0,0,1,1,33,82205,1,6,1777.127,1,2,2,1,1939,1,1,NA,NA,NA,1,2,NA,NA,2,NA,2,NA,6,NA,1,BE33,BE33-4
2011,BE,822191,840.737240075614,NA,1,2011,2,1,1961,1,2,1,BE,2,NA,5,5,1,NA,NA,NA,3,21,NA,40,NA,NA,NA,13,1,2,2,NA,NA,19,1,2,3,2,NA,2,NA,0,1,4514,0,0,0,1,0,0,0,20783,0,0,0,0,0,1,1,49,82219,1,2,0,1,NA,1,1,NA,1,1,1921,1,1,3,NA,2,NA,NA,1,NA,NA,5,5,1,BE33,BE33-3
2011,BE,822231,840.737240075614,NA,2,2011,19,3,1951,2,4,NA,BE,2,NA,2,7,NA,NA,NA,NA,2,82,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,21,3,1,3,2,NA,2,NA,0,1,3956,0,0,3621,1,0,0,0,0,17223,0,0,0,0,1,1,59,82223,1,2,0,1,NA,NA,NA,NA,NA,NA,1938,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,BE33,BE33-5
2011,BE,822401,840.737240075614,NA,1,2011,8,2,1979,2,1,1,BE,2,3,3,2,NA,2,2,NA,NA,51,5,NA,NA,q,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,2671,18,0,8631,1,0,0,0,0,0,0,0,0,0,1,1,31,82240,1,7,0,NA,NA,6,1,NA,NA,NA,1937,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,BE33,BE33-1
2011,BE,822621,840.737240075614,NA,2,2011,10,2,1960,1,2,2,BE,1,NA,2,1,NA,NA,NA,NA,3,32,7,20,NA,NA,NA,NA,1,2,NA,NA,NA,16,5,2,3,2,NA,2,NA,0,1,17179,872,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50,82262,1,6,0,3,2,NA,1,1931,3,1,NA,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,BE33,BE33-4
2011,BE,822622,840.737240075614,NA,2,2011,7,1,1959,2,2,1,BE,1,NA,5,2,NA,NA,2,NA,NA,NA,3,NA,NA,q,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,2,NA,550,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,51,82262,1,6,1235.683,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-1,NA,1,2,3,NA,NA,NA,NA,5,1,BE33,BE33-4
2011,BE,822841,840.737240075614,NA,1,2011,17,4,1930,1,4,1,BE,2,5,2,7,NA,NA,2,NA,3,21,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,23,2,2,3,2,NA,2,NA,1200,1,0,0,0,3260,1,0,0,0,1700,14120,0,0,0,0,1,1,80,82284,1,NA,445.4757,1,2,NA,NA,NA,NA,NA,1927,NA,NA,NA,NA,1,2,NA,5,NA,NA,NA,5,NA,BE33,BE33-4
2011,BE,822842,840.737240075614,NA,2,2011,11,2,1932,2,2,3,BE,2,NA,2,7,1,NA,NA,1,3,12,3,38,NA,NA,NA,13,1,2,2,NA,NA,NA,2,2,3,2,NA,2,NA,600,1,0,0,0,0,1,0,0,0,0,27416,0,0,0,0,1,1,78,82284,1,6,414.9366,1,2,NA,2,1962,4,4,NA,NA,1,3,1,1,2,8,NA,NA,NA,5,5,2,BE33,BE33-4
2011,BE,822861,840.737240075614,NA,2,2011,7,2,1946,1,1,1,BE,2,NA,2,7,NA,NA,NA,NA,3,34,7,20,NA,NA,NA,4,1,2,NA,NA,NA,17,2,2,1,2,NA,2,NA,0,1,15841,0,0,5727,1,0,0,0,0,587,0,0,0,0,1,1,64,82286,1,6,655.4161,NA,2,NA,5,1926,NA,NA,1946,NA,NA,NA,NA,1,NA,8,5,NA,NA,5,NA,1,BE33,BE33-3
2011,BE,822862,840.737240075614,NA,2,2011,7,3,1949,2,5,1,BE,2,NA,2,1,1,NA,NA,NA,3,24,5,19,NA,o,NA,13,1,2,2,NA,NA,21,2,1,3,2,NA,2,NA,0,1,126122,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,61,82286,1,7,662.8264,1,2,5,1,1942,2,1,1951,1,2,3,3,1,2,1,5,NA,2,5,2,1,BE33,BE33-3
2011,BE,822921,840.737240075614,NA,2,2011,9,3,1979,1,1,1,BE,2,NA,2,3,NA,NA,NA,NA,3,51,2,38,NA,j,NA,11,1,2,2,NA,NA,18,2,2,3,2,NA,2,NA,0,1,31629,916,0,0,1,0,0,0,0,0,0,0,0,0,1,1,31,82292,1,2,551.0681,1,NA,NA,2,1934,1,1,1953,NA,NA,2,-1,NA,NA,NA,NA,NA,NA,4,5,1,BE33,BE33-4
2011,BE,822922,840.737240075614,NA,2,2011,16,2,1977,2,1,3,BE,2,NA,3,5,NA,1,2,NA,3,NA,5,NA,NA,NA,NA,13,2,NA,2,NA,NA,19,3,1,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,14236,0,0,0,0,0,1,1,33,82292,1,7,0,1,1,NA,NA,NA,2,NA,1948,NA,1,NA,1,NA,NA,8,NA,NA,2,5,5,2,BE33,BE33-4
2011,BE,822941,840.737240075614,NA,2,2011,12,1,1933,1,2,3,BE,2,NA,NA,7,NA,1,2,NA,NA,34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,1993,0,0,0,0,1,1,77,82294,1,5,654.6218,NA,NA,NA,2,NA,1,NA,1923,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,BE33,BE33-3
2011,BE,822942,840.737240075614,NA,2,2011,26,2,1938,2,2,1,BE,2,NA,2,10,NA,2,2,NA,NA,NA,5,NA,NA,NA,NA,NA,1,2,NA,NA,NA,30,NA,2,3,2,NA,2,NA,0,1,0,0,0,18059,1,0,0,0,0,0,0,0,0,0,1,1,72,82294,1,2,893.246,NA,NA,2,3,NA,NA,NA,NA,NA,1,NA,3,1,NA,NA,NA,2,NA,NA,NA,NA,BE33,BE33-3
2011,BE,823521,840.737240075614,NA,4,2011,11,1,1969,2,5,NA,BE,2,NA,3,2,1,NA,NA,NA,NA,33,2,40,NA,q,NA,12,1,1,2,NA,NA,23,3,2,2,2,NA,2,NA,0,1,12658,508,0,9745,1,0,23926,0,0,0,0,0,0,0,1,1,41,82352,1,2,400.3511,1,2,3,1,1941,1,2,1938,NA,NA,3,1,1,2,NA,5,NA,NA,5,5,1,BE33,BE33-3
2011,BE,823522,840.737240075614,NA,2,2011,7,4,1990,2,1,1,BE,2,NA,2,6,NA,2,2,NA,NA,82,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,18,2,2,3,2,NA,2,NA,0,1,0,0,0,16724,1,0,0,0,0,0,0,0,0,0,1,1,20,82352,1,7,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,1,NA,NA,2,5,NA,NA,5,NA,2,BE33,BE33-3
2011,BE,823581,840.737240075614,NA,2,2011,5,3,1931,1,2,3,BE,2,NA,2,7,NA,1,1,NA,NA,74,NA,21,NA,NA,NA,NA,1,2,NA,NA,1,28,3,1,3,NA,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,6658,0,0,0,0,1,1,79,82358,1,3,0,NA,2,1,NA,NA,1,NA,1927,NA,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,1,BE33,BE33-5
2011,BE,823582,840.737240075614,NA,2,2011,7,1,1933,2,4,2,BE,2,NA,1,7,1,1,2,NA,3,51,NA,NA,NA,NA,NA,13,1,NA,NA,NA,NA,NA,2,NA,3,2,NA,2,1,0,1,10141,137,0,0,1,0,0,0,0,2030,0,0,0,0,1,1,77,82358,1,7,484.3559,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,5,5,1,BE33,BE33-5
2011,BE,823991,840.737240075614,NA,2,2011,4,3,1930,1,4,1,BE,2,NA,1,7,NA,NA,2,NA,3,91,NA,NA,NA,NA,NA,13,NA,2,NA,NA,NA,NA,3,2,3,2,NA,2,1,0,1,0,0,0,2293,1,0,0,0,0,12886,0,0,0,0,1,1,80,82399,1,2,918.5367,NA,3,NA,NA,1948,1,NA,1928,4,NA,1,1,NA,2,NA,NA,NA,NA,NA,5,NA,BE33,BE33-3
2011,BE,823992,840.737240075614,NA,2,2011,13,1,1932,2,4,3,BE,2,NA,1,7,1,NA,NA,NA,3,33,5,NA,NA,i,NA,13,1,2,NA,NA,4,18,2,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,17290,0,0,0,0,1,1,78,82399,1,7,0,1,2,2,NA,NA,NA,NA,1940,NA,1,NA,NA,NA,2,7,NA,2,NA,5,3,NA,BE33,BE33-3
2011,BE,824001,840.737240075614,NA,1,2011,24,3,1957,2,5,1,BE,2,NA,5,1,1,NA,NA,NA,3,12,2,NA,NA,p,4,13,1,2,1,NA,NA,21,1,2,3,2,NA,2,NA,0,1,50031,3355,852,0,1,0,0,0,0,0,0,0,0,0,1,1,53,82400,1,7,574.3361,NA,4,NA,2,NA,2,1,1928,1,1,3,1,1,NA,2,1,NA,NA,5,NA,1,BE33,BE33-2
2011,BE,824002,840.737240075614,NA,3,2011,28,1,1992,1,1,1,Other,2,3,0,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,2,1,2,NA,2,NA,1400,1,0,0,0,12530,1,0,0,0,0,0,0,0,0,0,1,1,18,82400,1,2,575.4985,NA,NA,NA,NA,NA,NA,NA,1931,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,BE33,BE33-2
2011,BE,824071,840.737240075614,NA,1,2011,10,2,1939,1,2,3,BE,1,NA,3,7,NA,1,2,NA,3,83,4,NA,NA,NA,NA,NA,1,2,NA,NA,1,14,2,2,3,2,NA,2,NA,0,1,0,0,0,13080,1,0,0,0,0,9332,0,0,0,0,1,1,71,82407,1,2,793.6133,NA,2,3,NA,1925,1,NA,1948,1,NA,2,NA,NA,NA,2,5,NA,NA,NA,5,NA,BE33,BE33-3
2011,BE,824072,840.737240075614,NA,2,2011,4,3,1937,2,2,1,BE,2,3,5,10,NA,2,2,NA,NA,41,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,19,3,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,73,82407,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE33,BE33-3
2011,BE,824991,840.737240075614,NA,2,2011,20,4,1957,2,2,2,BE,2,NA,5,1,1,NA,NA,NA,3,12,3,36,NA,g,NA,NA,1,1,2,7,NA,19,2,2,3,2,NA,2,NA,0,1,41213,5221,1888,0,1,0,0,0,0,0,0,0,0,0,1,1,53,82499,1,6,673.5057,1,NA,2,NA,1931,2,1,1947,1,1,1,3,1,2,8,1,NA,NA,4,6,2,BE33,BE33-3
2011,BE,824992,840.737240075614,NA,1,2011,7,2,1983,2,1,3,BE,2,NA,2,1,1,NA,NA,NA,3,51,2,55,NA,j,NA,NA,NA,2,NA,NA,NA,18,1,2,2,2,NA,2,NA,1404,1,22302,1249,0,0,1,0,0,0,0,0,0,0,0,0,1,1,27,82499,1,2,1504.981,1,2,1,0,1946,NA,1,NA,1,NA,NA,2,1,2,NA,1,2,NA,5,1,NA,BE33,BE33-3
2011,BE,825191,840.737240075614,NA,2,2011,13,3,1937,1,5,3,BE,1,NA,2,7,1,1,NA,NA,3,41,5,NA,NA,NA,NA,NA,NA,2,NA,NA,11,14,3,1,1,2,NA,2,NA,0,1,0,0,0,10675,1,0,0,0,0,2517,0,0,691,0,1,1,73,82519,1,6,983.0327,1,NA,NA,1,NA,NA,NA,1957,NA,NA,NA,NA,NA,2,1,5,NA,3,6,NA,NA,BE33,BE33-3
2011,BE,825192,840.737240075614,NA,2,2011,26,1,1940,2,2,2,BE,2,NA,0,7,NA,NA,2,NA,3,NA,8,NA,NA,NA,NA,2,1,2,2,NA,NA,21,1,2,1,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,18923,0,0,0,0,1,1,70,82519,1,2,0,1,2,4,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,5,NA,1,NA,NA,NA,BE33,BE33-3
2011,BE,825531,840.737240075614,NA,1,2011,14,2,1948,1,2,1,BE,2,NA,5,1,NA,NA,NA,NA,3,23,3,27,4,b-e,NA,13,1,NA,2,NA,NA,23,2,2,3,2,NA,2,NA,0,1,90890,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,62,82553,1,6,1197.25,1,1,3,NA,1929,1,1,1933,1,1,1,3,2,2,1,2,2,NA,5,NA,1,BE33,BE33-1
2011,BE,825532,840.737240075614,NA,2,2011,29,1,1956,2,2,1,BE,2,NA,3,2,1,1,NA,NA,3,12,9,NA,NA,q,NA,7,1,2,NA,NA,NA,14,4,2,3,2,NA,2,NA,0,1,0,0,0,22357,1,0,0,0,0,0,0,15204,0,0,1,1,54,82553,1,7,0,NA,NA,3,2,NA,NA,NA,NA,1,NA,NA,1,1,NA,7,NA,2,NA,5,NA,2,BE33,BE33-1
2011,BE,825631,840.737240075614,NA,2,2011,7,3,1930,1,2,1,BE,1,NA,1,7,1,1,1,NA,2,91,8,NA,NA,NA,NA,NA,1,2,2,NA,NA,40,3,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,13826,0,0,0,0,1,1,80,82563,1,2,2784.911,1,NA,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,5,NA,NA,NA,NA,NA,BE33,BE33-3
2011,BE,825632,840.737240075614,NA,2,2011,21,4,1930,1,4,1,BE,2,NA,2,7,NA,1,NA,NA,3,NA,7,NA,NA,NA,NA,NA,1,2,NA,NA,NA,23,4,2,1,2,NA,2,NA,0,1,0,0,0,7081,1,0,0,0,0,11810,0,0,0,0,1,1,80,82563,1,7,0,1,NA,NA,2,1927,NA,1,NA,1,1,NA,NA,NA,NA,NA,5,2,NA,NA,3,1,BE33,BE33-3
2011,BE,825681,840.737240075614,NA,1,2011,36,4,1957,1,1,2,Other,2,NA,3,8,NA,NA,NA,NA,3,72,8,80,NA,NA,NA,NA,1,1,2,1,NA,18,4,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16218,0,1,1,53,82568,1,6,712.7464,1,NA,1,NA,1927,4,NA,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,BE33,BE33-2
2011,BE,825682,840.737240075614,NA,2,2011,5,2,1959,2,2,3,BE,2,NA,3,2,NA,1,2,NA,3,72,3,11,NA,o,NA,NA,1,2,NA,NA,NA,25,1,2,3,2,NA,2,NA,1100,1,11779,563,0,12585,1,0,0,0,1991,0,0,0,0,0,1,1,51,82568,1,2,709.7624,1,2,3,1,NA,NA,1,NA,4,NA,NA,2,NA,NA,9,NA,2,NA,NA,1,1,BE33,BE33-2
2011,BE,825701,840.737240075614,NA,1,2011,5,4,1958,2,2,1,BE,2,NA,3,1,1,NA,NA,NA,3,33,4,54,NA,o,NA,13,1,2,2,NA,NA,18,2,2,3,2,NA,2,NA,0,1,35787,301,0,6215,1,0,0,0,0,0,0,0,0,0,1,1,52,82570,1,2,0,1,2,3,1,NA,1,NA,1949,1,1,1,3,1,2,8,1,NA,NA,5,1,1,BE33,BE33-2
2011,BE,825702,840.737240075614,NA,3,2011,15,3,1986,1,1,1,BE,2,NA,3,1,1,NA,NA,NA,2,71,5,NA,NA,q,NA,NA,1,2,2,NA,NA,16,4,2,3,2,NA,2,NA,0,1,17228,0,0,81700,1,0,0,0,0,0,0,0,0,0,1,1,24,82570,1,7,0,NA,NA,NA,1,NA,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,BE33,BE33-2
2011,BE,825791,840.737240075614,NA,1,2011,6,3,1933,1,2,2,BE,2,NA,1,7,1,NA,NA,NA,3,72,3,38,NA,NA,4,1,1,2,2,NA,NA,22,NA,1,3,2,NA,2,NA,45,1,0,0,0,7628,1,0,0,0,0,25031,0,0,2087,0,1,1,77,82579,1,2,2198.66,1,NA,2,2,1946,NA,1,1939,1,1,1,NA,2,NA,NA,NA,2,NA,5,4,1,BE33,BE33-4
2011,BE,825792,840.737240075614,NA,2,2011,5,4,1933,2,2,2,BE,1,NA,5,7,NA,2,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,2,NA,0,1,0,0,0,10393,1,0,0,0,0,0,0,0,0,0,1,1,77,82579,1,2,2436.004,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,BE33,BE33-4
2011,BE,825961,840.737240075614,NA,2,2011,11,3,1949,1,2,3,EU,2,NA,2,10,1,NA,NA,NA,2,21,3,49,NA,NA,NA,5,2,2,2,NA,NA,20,2,2,3,2,NA,2,NA,0,1,0,0,0,12039,1,0,0,0,0,0,0,0,28783,0,1,1,61,82596,1,7,711.397,NA,3,NA,2,1931,1,1,1940,1,NA,3,NA,1,2,6,1,NA,NA,5,1,1,BE33,BE33-2
2011,BE,825962,840.737240075614,NA,2,2011,14,1,1948,2,2,1,BE,2,NA,3,1,1,NA,NA,NA,3,41,3,40,NA,q,NA,NA,1,2,2,NA,NA,23,1,2,3,2,NA,2,NA,0,1,70705,6915,1753,8140,1,0,0,0,0,0,0,0,0,0,1,1,62,82596,1,2,629.3695,1,3,2,1,1939,1,1,1924,2,1,1,1,1,1,8,5,NA,NA,4,5,1,BE33,BE33-2
2011,BE,826231,840.737240075614,NA,NA,2011,24,4,1962,2,2,1,EU,2,NA,5,1,1,NA,NA,NA,3,42,3,42,NA,g,NA,13,1,2,2,NA,NA,20,1,2,3,2,NA,2,NA,0,1,44459,1474,0,0,1,0,0,0,0,0,0,0,0,0,1,1,48,82623,1,2,732.8175,1,2,1,2,1947,1,2,1946,1,1,1,1,NA,2,2,5,2,NA,3,4,1,BE33,BE33-1
2011,BE,826261,840.737240075614,NA,1,2011,22,4,1940,1,2,NA,EU,2,NA,0,7,NA,1,NA,NA,3,51,8,NA,NA,NA,3,NA,2,NA,NA,NA,NA,18,3,1,3,2,NA,2,6,0,1,0,0,0,1294,1,0,0,0,0,10316,0,0,0,0,1,1,70,82626,1,6,986.9029,NA,NA,NA,NA,1952,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,2,BE33,BE33-2
2011,BE,826262,840.737240075614,NA,2,2011,5,4,1945,2,2,1,BE,2,NA,3,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,3,2,NA,1,NA,0,1,0,0,0,6972,1,0,0,0,0,0,0,0,0,0,1,1,65,82626,1,2,0,1,2,1,NA,NA,NA,NA,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE33,BE33-2
2011,BE,826891,840.737240075614,NA,1,NA,7,4,1984,2,1,3,BE,2,3,3,6,NA,2,NA,NA,3,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,26,82689,1,2,0,1,NA,5,NA,1944,NA,NA,NA,4,3,NA,NA,2,NA,5,NA,NA,NA,5,2,NA,BE33,BE33-1
2011,BE,826892,840.737240075614,NA,2,2011,84,4,1982,1,1,1,BE,2,NA,3,1,1,1,2,NA,3,34,5,NA,NA,l-n,NA,NA,1,2,NA,NA,NA,18,4,2,3,2,NA,2,NA,0,1,4281,0,0,0,1,0,18121,0,0,0,0,0,0,0,1,1,28,82689,1,2,726.6835,NA,4,NA,1,1939,NA,NA,NA,1,NA,1,NA,NA,NA,NA,5,NA,NA,6,NA,NA,BE33,BE33-1
2011,BE,827171,840.737240075614,NA,1,2011,10,2,1947,1,2,3,BE,2,NA,3,7,NA,1,NA,NA,3,11,7,NA,NA,NA,NA,5,NA,2,NA,NA,NA,16,3,2,1,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,16031,0,0,0,0,1,1,63,82717,1,2,0,1,2,NA,NA,1953,NA,1,1965,NA,1,NA,2,NA,NA,NA,NA,NA,NA,4,3,NA,BE33,BE33-5
2011,BE,827172,840.737240075614,NA,1,2011,15,4,1947,2,2,3,Other,1,5,NA,10,NA,1,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,2,NA,600,1,0,0,0,19046,1,0,0,0,0,0,0,0,0,0,1,1,63,82717,1,4,608.9719,1,2,NA,NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,BE33,BE33-5
2011,BE,827231,840.737240075614,NA,1,2011,NA,4,1969,2,2,1,Other,2,NA,1,10,NA,2,2,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,41,82723,1,7,0,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,BE33,BE33-2
2011,BE,828141,840.737240075614,NA,3,2011,4,3,1930,1,2,3,BE,2,NA,5,7,1,NA,NA,NA,3,33,3,38,NA,NA,NA,7,1,2,NA,NA,NA,23,2,2,1,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,26988,0,0,0,0,1,1,80,82814,1,5,0,4,2,1,2,1938,1,1,NA,1,NA,2,1,3,NA,NA,1,NA,2,NA,5,1,BE33,BE33-5
2011,BE,828142,840.737240075614,NA,2,2011,8,4,1930,2,5,3,BE,2,NA,3,7,NA,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,1,2,NA,NA,NA,22,2,1,3,2,6,2,NA,0,1,0,0,0,0,1,0,0,0,0,18773,0,0,0,0,1,1,80,82814,1,2,1365.016,1,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,BE33,BE33-5
2011,BE,828231,840.737240075614,NA,2,2011,10,4,1930,2,4,1,BE,1,NA,1,10,NA,2,2,NA,3,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,80,82823,1,2,998.8478,NA,2,NA,1,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE33,BE33-2
2011,BE,828232,840.737240075614,NA,1,2011,11,3,1957,1,2,NA,BE,2,NA,3,1,1,NA,NA,NA,3,42,9,35,NA,b-e,NA,12,1,2,2,NA,NA,23,2,2,3,2,NA,1,NA,0,1,50429,4485,1514,1778,1,0,0,0,0,0,0,0,0,0,1,1,53,82823,1,2,954.5142,1,2,NA,2,-1,1,1,1933,1,NA,3,3,1,2,1,2,NA,2,6,3,1,BE33,BE33-2
2011,BE,828421,840.737240075614,NA,2,2011,19,3,1933,1,2,3,BE,2,NA,2,7,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,NA,2,NA,2998,1,0,0,0,6224,1,0,0,0,0,1871,0,0,0,0,1,1,77,82842,1,6,0,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,1,BE33,BE33-4
2011,BE,828422,840.737240075614,NA,3,2011,9,1,1937,2,4,NA,BE,1,5,2,7,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,73,82842,1,6,0,1,NA,NA,NA,NA,NA,4,1932,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,BE33,BE33-4
2011,BE,828661,840.737240075614,NA,2,2011,18,4,1949,1,2,3,BE,2,NA,2,7,1,1,NA,NA,2,51,4,28,NA,NA,NA,NA,1,2,2,NA,NA,18,3,2,2,2,NA,2,NA,100,1,0,0,0,17834,1,0,0,0,0,22247,0,0,0,0,1,1,61,82866,1,2,0,1,3,4,NA,1933,NA,1,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,2,NA,BE33,BE33-2
2011,BE,828662,840.737240075614,NA,2,2011,11,4,1948,2,2,3,BE,2,5,3,10,NA,2,2,NA,3,72,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,62,82866,1,2,0,NA,2,NA,NA,NA,1,NA,1931,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,BE33,BE33-2
2011,BE,829341,840.737240075614,NA,1,2011,8,4,1965,2,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,23,2,28,NA,p,NA,12,1,2,2,NA,NA,26,2,2,3,NA,NA,2,NA,4415,1,86087,0,0,6839,1,0,0,0,0,0,0,0,0,0,1,1,45,82934,1,2,1513.807,1,2,3,1,1965,1,1,1932,1,1,1,1,1,1,NA,1,2,2,5,5,1,BE33,BE33-1
2011,BE,829342,840.737240075614,NA,2,2011,9,4,1939,2,4,1,BE,2,NA,1,7,NA,NA,2,NA,3,31,NA,95,NA,NA,4,NA,1,NA,NA,NA,NA,19,4,2,3,1,NA,2,NA,0,1,16220,579,0,10946,1,0,0,0,0,0,0,0,0,0,1,1,71,82934,1,6,478.3196,NA,5,NA,NA,NA,NA,2,1946,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,BE33,BE33-1
2011,BE,829491,840.737240075614,NA,1,2011,19,3,1979,2,2,1,BE,2,NA,2,2,1,NA,NA,NA,3,81,5,38,NA,q,NA,1,1,NA,2,NA,NA,19,1,2,1,2,NA,2,NA,0,1,31239,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,31,82949,1,2,796.4583,NA,2,3,1,-1,1,NA,1959,4,1,NA,3,1,NA,NA,5,NA,NA,2,2,1,BE33,BE33-2
