PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL050,PL060,PL100,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PL210A,PL210B,PL210C,PL210D,PL210E,PL210F,PL210G,PL210H,PL210I,PL210J,PL210K,PL210L,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PA010,PA020,PA030,PA040,PA050,PA060,PA070,PA080,PA090,PA100,PA110,PA120,PA130,PA140,PA150,PA160,pl030,pl030_f,pl070,pl070_f,pl072,pl072_f,pl110_f,PY070N,PY070G,PX030,PX040,PL051,PX020,PX050,PX010,PL110,PL111,DB040,NR_ITW
2010,BE,843251,813.172043010753,NA,2,2010,3,3,1946,1,1,1,BE,2,NA,3,7,1,NA,2,NA,3,7,28,NA,NA,NA,NA,NA,NA,NA,4,25,6,6,2,5,8,7,1,5,6,5,2,1,2,2,2,2,NA,2,NA,0,1,0,0,0,11599,1,0,6533,0,0,7431,0,0,0,0,1,2,1,3,NA,NA,NA,4,2,1,NA,NA,NA,0,7,250,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84325,1,NA,63,7,1,NA,NA,BE33,BE33-2
2010,BE,843252,813.172043010753,NA,2,2010,9,1,1942,2,1,3,BE,2,NA,5,7,1,NA,NA,NA,3,2,38,NA,NA,13,1,2,2,NA,NA,18,1,1,1,1,1,6,3,1,1,1,1,5,1,2,3,2,NA,2,NA,1320,1,0,0,0,2810,1,0,0,0,0,23437,0,0,0,0,1,5,1,NA,2,2,2,4,3,1,NA,6,12,10,10,200,250,NA,NA,NA,NA,NA,NA,NA,1,0,84325,1,NA,67,2,1,NA,NA,BE33,BE33-2
2010,BE,843281,813.172043010753,NA,2,2010,15,1,1946,1,1,1,BE,2,NA,1,7,1,NA,NA,NA,3,7,35,NA,NA,5,1,1,2,NA,NA,21,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,2,NA,2,NA,0,1,0,0,0,7205,1,0,0,0,0,28831,0,0,0,0,1,5,1,2,NA,NA,2,NA,NA,NA,NA,32,1,NA,0,300,0,NA,NA,NA,NA,NA,NA,NA,1,0,84328,1,NA,63,6,1,NA,l-n,BE33,BE33-4
2010,BE,843282,813.172043010753,NA,1,2010,15,3,1949,2,2,3,BE,2,NA,4,2,NA,1,NA,NA,3,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,8,6,8,6,6,8,5,6,5,6,6,4,2,3,2,NA,2,NA,0,1,13546,0,0,0,1,0,0,0,0,0,0,637,0,0,1,5,1,2,NA,NA,NA,NA,2,2,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84328,1,NA,60,2,1,NA,r-u,BE33,BE33-4
2010,BE,843781,813.172043010753,NA,2,2010,7,1,1945,1,2,1,BE,2,NA,2,7,NA,1,NA,NA,3,7,NA,NA,NA,NA,1,2,NA,NA,NA,18,8,6,6,5,2,3,1,6,2,6,6,6,4,2,2,2,NA,2,NA,0,1,0,0,0,9568,1,0,0,0,0,15064,0,0,0,0,1,1,1,3,2,2,NA,NA,2,1,NA,NA,NA,NA,NA,50,200,NA,NA,NA,NA,NA,NA,NA,1,0,84378,1,NA,64,2,1,NA,NA,BE33,BE33-4
2010,BE,843782,813.172043010753,NA,2,2010,11,2,1952,2,2,3,BE,2,NA,0,11,NA,NA,2,NA,3,5,NA,NA,3,NA,NA,NA,NA,NA,NA,15,6,5,8,6,5,7,6,7,8,5,8,5,2,2,3,2,NA,2,NA,0,1,4451,0,0,1028,1,0,0,0,43,0,0,0,0,0,1,5,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,20,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84378,1,NA,57,7,1,NA,NA,BE33,BE33-4
2010,BE,843841,813.172043010753,NA,1,2010,20,3,1951,1,2,3,BE,2,NA,3,1,1,NA,NA,NA,3,9,36,NA,NA,13,1,1,2,NA,NA,22,1,1,1,1,1,1,1,2,1,1,1,1,5,2,3,2,NA,2,NA,60,1,37316,532,0,20187,1,0,0,0,0,0,0,0,0,0,1,5,NA,3,NA,1,2,2,2,1,NA,20,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84384,1,NA,58,6,1,NA,h,BE33,BE33-2
2010,BE,843842,813.172043010753,NA,2,2010,7,3,1955,2,2,1,BE,1,NA,2,8,NA,2,1,NA,3,9,NA,NA,NA,NA,1,2,2,NA,NA,15,6,1,6,5,6,6,8,2,1,5,8,5,2,2,3,2,NA,2,NA,0,1,0,0,0,14878,1,0,0,0,0,0,0,3881,6622,0,1,5,1,1,NA,NA,NA,NA,2,1,NA,41,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84384,1,NA,54,3,1,NA,NA,BE33,BE33-2
2010,BE,843843,813.172043010753,NA,1,2010,6,1,1978,2,1,1,BE,2,NA,5,2,NA,2,1,NA,NA,2,NA,NA,NA,1,1,2,NA,NA,NA,NA,6,5,6,7,6,5,8,6,5,6,6,6,2,1,3,2,NA,2,NA,1450,1,7536,0,0,2945,1,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,3,2,NA,1,41,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84384,1,NA,31,6,1,NA,q,BE33,BE33-2
2010,BE,843881,813.172043010753,NA,1,2010,21,1,1981,1,2,3,BE,2,NA,3,1,1,1,2,NA,3,3,NA,NA,NA,NA,1,2,NA,NA,1,14,1,1,5,2,5,6,6,8,5,6,6,1,1,2,1,2,NA,2,NA,1045,1,22285,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,3,NA,NA,NA,2,NA,1,NA,NA,NA,14,30,40,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84388,1,NA,28,6,1,NA,j,BE33,BE33-1
2010,BE,843883,813.172043010753,NA,2,2010,12,2,1984,2,1,3,BE,2,3,5,1,1,NA,NA,NA,3,2,NA,NA,NA,1,1,1,NA,NA,NA,16,6,1,2,3,6,6,5,3,6,2,2,6,5,2,3,2,NA,2,NA,0,1,19431,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,1,NA,2,2,NA,NA,2,NA,NA,15,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84388,1,NA,25,2,1,NA,b-e,BE33,BE33-1
2010,BE,844091,813.172043010753,NA,1,2010,9,2,1964,1,5,3,BE,2,NA,3,1,1,NA,NA,NA,3,7,45,NA,NA,13,1,2,2,NA,NA,24,6,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,NA,2,NA,1040,1,50378,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,2,2,NA,1,1,NA,19,NA,22,25,700,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84409,1,NA,45,7,1,NA,f,BE33,BE33-5
2010,BE,844092,813.172043010753,NA,2,2010,8,3,1975,2,2,3,BE,1,NA,3,10,1,1,NA,NA,3,3,NA,NA,NA,NA,1,2,2,NA,NA,37,5,6,8,2,2,8,8,6,5,6,6,6,4,2,2,2,NA,2,NA,0,1,0,0,0,6812,1,0,0,0,0,0,0,0,10366,0,1,5,1,1,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84409,1,NA,34,3,1,NA,NA,BE33,BE33-5
2010,BE,844421,813.172043010753,NA,2,2010,28,4,1960,1,2,3,BE,2,NA,3,3,1,NA,NA,NA,3,0 - 1,50,NA,NA,13,1,2,2,NA,NA,21,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,165657,0,0,0,0,0,0,0,1,1,1,NA,NA,2,2,2,NA,1,NA,NA,NA,10,NA,200,50,NA,NA,NA,NA,NA,NA,NA,1,0,84442,1,NA,49,2,1,NA,l-n,BE33,BE33-1
2010,BE,844422,813.172043010753,NA,1,2010,20,1,1959,2,2,1,EU,2,NA,5,1,1,NA,2,NA,3,0 - 1,NA,NA,NA,2,2,2,2,NA,NA,17,2,1,1,6,1,5,1,2,1,1,5,1,2,2,3,2,NA,2,NA,0,1,28830,0,0,4935,1,0,0,0,0,0,0,0,0,0,1,4,1,3,NA,NA,NA,2,2,NA,NA,2,5,3,30,100,100,NA,NA,NA,NA,NA,NA,NA,1,0,84442,1,NA,50,7,1,NA,p,BE33,BE33-1
2010,BE,844423,813.172043010753,NA,1,2010,13,2,1984,2,1,1,BE,2,NA,3,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,6,8,7,8,8,7,8,7,7,7,8,7,4,2,3,2,NA,2,NA,0,1,0,0,0,3681,1,0,0,0,0,0,0,0,0,0,1,6,1,1,NA,NA,3,2,2,1,NA,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84442,1,NA,25,6,1,NA,NA,BE33,BE33-1
2010,BE,844551,813.172043010753,NA,1,2010,12,2,1949,1,2,1,BE,2,NA,3,7,NA,1,NA,NA,3,3,40,NA,NA,NA,1,1,NA,NA,NA,25,6,1,1,6,2,1,1,3,6,6,6,6,3,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,14895,0,0,0,1,5,1,2,NA,2,2,NA,2,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84455,1,NA,60,5,1,NA,NA,BE33,BE33-1
2010,BE,844552,813.172043010753,NA,1,2010,12,2,1952,2,2,1,BE,1,NA,3,10,1,2,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,8,8,8,8,7,7,8,7,7,8,7,7,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,74,0,0,0,1,5,NA,2,NA,NA,2,2,2,NA,3,38,NA,10,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84455,1,NA,57,2,1,NA,NA,BE33,BE33-1
2010,BE,844553,813.172043010753,NA,2,2010,25,3,1975,1,1,1,Other,2,NA,5,1,1,NA,NA,NA,3,8,32,NA,NA,13,1,2,2,NA,NA,22,1,1,1,6,1,1,1,1,1,6,1,1,2,1,3,2,NA,2,NA,1404,1,23949,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,2,1,1,2,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84455,1,NA,34,2,1,NA,h,BE33,BE33-1
2010,BE,844701,813.172043010753,NA,2,2010,3,4,1961,2,2,1,BE,1,5,5,10,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,7,7,8,8,8,1,7,7,7,8,8,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2,NA,NA,NA,NA,2,NA,3,NA,8,NA,NA,NA,140,0,NA,NA,NA,NA,NA,NA,NA,1,0,84470,1,NA,48,2,1,NA,NA,BE33,BE33-3
2010,BE,844702,813.172043010753,NA,1,2010,16,3,1991,2,1,1,BE,2,NA,2,6,NA,2,2,NA,NA,4,NA,NA,NA,NA,1,2,NA,NA,NA,NA,8,7,8,6,7,7,8,8,8,7,7,8,2,NA,3,2,NA,2,NA,0,1,0,0,0,9759,1,0,0,0,0,0,0,0,0,0,1,5,1,2,NA,NA,NA,NA,3,1,NA,54,NA,40,NA,150,0,NA,NA,NA,NA,NA,NA,NA,1,0,84470,1,NA,18,2,1,NA,NA,BE33,BE33-3
2010,BE,844703,813.172043010753,NA,2,2010,5,1,1960,1,2,1,EU,2,NA,2,1,1,1,NA,NA,3,8,38,NA,NA,13,1,2,2,NA,NA,18,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,NA,2,NA,0,1,50245,1884,0,9741,1,0,0,0,0,0,0,0,0,0,1,5,1,1,NA,NA,NA,1,2,1,NA,27,6,36,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84470,1,NA,49,6,1,NA,b-e,BE33,BE33-3
2010,BE,845011,813.172043010753,NA,3,2010,12,4,1964,1,2,1,BE,2,NA,3,3,1,NA,NA,NA,3,2,40,NA,NA,15,1,NA,2,NA,NA,21,1,1,6,1,2,1,1,1,1,5,2,3,1,2,3,2,NA,2,NA,2554,1,0,0,0,15784,1,0,98782,0,0,0,0,0,0,0,1,1,1,3,2,NA,2,NA,NA,2,NA,18,12,26,NA,300,100,NA,NA,NA,NA,NA,NA,NA,1,0,84501,1,NA,45,2,1,NA,l-n,BE33,BE33-4
2010,BE,845013,813.172043010753,NA,2,2010,15,2,1971,2,2,3,Other,2,5,3,2,NA,1,2,NA,3,9,NA,NA,NA,NA,1,NA,NA,NA,NA,18,5,7,7,7,7,8,8,8,8,7,7,8,1,2,NA,2,NA,2,NA,0,1,1566,0,0,3694,1,0,0,0,0,0,0,0,0,0,1,NA,1,1,NA,NA,NA,2,1,1,NA,NA,NA,50,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,84501,1,NA,38,2,1,NA,i,BE33,BE33-4
2010,BE,845351,813.172043010753,NA,2,2010,26,2,1980,1,1,3,BE,1,NA,3,1,1,NA,NA,NA,3,2,NA,NA,NA,13,1,2,2,NA,NA,23,1,1,2,1,1,6,1,8,1,2,1,1,2,2,3,2,NA,2,NA,0,1,24064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,NA,2,NA,NA,NA,3,1,2,1,34,3,28,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84535,1,NA,29,6,1,NA,b-e,BE33,BE33-3
2010,BE,845353,813.172043010753,NA,1,2010,27,4,1982,2,1,1,BE,2,NA,3,1,1,NA,NA,NA,3,3,40,NA,NA,11,1,2,2,NA,NA,19,6,1,1,2,1,6,5,1,2,1,2,8,1,2,2,2,NA,2,NA,0,1,25743,1938,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,1,2,2,2,NA,2,1,1,2,8,6,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84535,1,NA,27,2,1,NA,p,BE33,BE33-3
2010,BE,845661,813.172043010753,NA,1,2010,11,2,1948,1,2,3,EU,2,NA,3,2,1,NA,2,NA,NA,2,31,NA,NA,13,NA,2,NA,NA,NA,18,1,6,6,3,6,2,1,5,4,8,1,6,2,2,3,2,NA,2,NA,0,1,13966,1320,0,0,1,0,0,0,1742,0,0,0,0,0,1,5,1,2,NA,2,1,NA,1,1,NA,36,2,60,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84566,1,NA,61,2,1,NA,b-e,BE33,BE33-3
2010,BE,845662,813.172043010753,NA,2,2010,12,2,1953,2,2,1,BE,2,NA,2,5,1,1,2,NA,3,9,NA,NA,NA,NA,1,NA,NA,NA,NA,19,6,6,5,8,5,1,6,5,6,5,6,1,2,1,3,2,NA,2,NA,0,1,0,0,0,10950,1,0,0,0,9309,0,0,0,0,0,1,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84566,1,NA,56,2,1,NA,NA,BE33,BE33-3
2010,BE,845663,813.172043010753,NA,1,2010,15,2,1991,1,1,3,BE,2,NA,2,6,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,7,7,3,7,7,7,8,7,8,7,7,NA,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,NA,3,NA,NA,NA,NA,1,NA,27,NA,21,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84566,1,NA,18,2,1,NA,NA,BE33,BE33-3
2010,BE,845691,813.172043010753,NA,2,2010,12,1,1959,1,5,1,BE,2,NA,6,1,1,1,NA,NA,3,2,NA,NA,5,12,1,1,2,NA,NA,18,1,3,1,6,1,1,3,1,1,6,1,1,2,2,3,2,NA,2,NA,0,1,23910,1217,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,NA,NA,NA,2,NA,1,1,5,2,20,6,150,100,NA,NA,NA,NA,NA,NA,NA,1,0,84569,1,NA,50,2,1,NA,p,BE33,BE33-1
2010,BE,845692,813.172043010753,NA,2,2010,3,1,1963,2,2,1,BE,2,NA,2,2,NA,NA,NA,NA,3,9,40,NA,NA,NA,1,NA,2,NA,NA,20,6,6,6,5,6,8,6,6,6,6,6,2,2,2,3,2,NA,2,1,4370,1,16602,0,0,16165,1,0,0,0,4888,0,0,0,0,0,1,5,NA,NA,2,NA,NA,NA,2,1,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84569,1,NA,46,2,1,NA,g,BE33,BE33-1
2010,BE,845861,813.172043010753,NA,2,2010,12,3,1967,1,1,1,BE,2,NA,5,5,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,6,6,2,8,5,5,5,6,1,8,5,5,3,1,2,2,NA,2,NA,0,1,0,0,0,20111,1,0,0,0,14014,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84586,1,NA,42,2,1,NA,NA,BE33,BE33-4
2010,BE,845862,813.172043010753,NA,2,2010,11,2,1977,2,1,1,BE,2,NA,3,1,1,NA,NA,NA,3,3,70,NA,NA,13,1,2,2,NA,NA,21,1,1,8,2,1,1,1,1,1,3,1,1,2,2,3,2,NA,2,NA,0,1,44300,3298,2051,0,1,0,0,0,0,0,0,0,0,0,1,5,1,1,NA,2,2,2,2,1,NA,34,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84586,1,NA,32,2,1,NA,q,BE33,BE33-4
2010,BE,846041,813.172043010753,NA,1,2010,20,3,1968,1,1,1,BE,2,NA,3,1,1,NA,NA,NA,NA,7,18,NA,NA,13,1,NA,2,1,NA,18,2,1,2,1,1,1,1,1,6,1,1,1,2,2,3,2,NA,2,NA,1183,1,25401,1761,1690,9336,1,0,0,0,0,0,0,0,0,0,1,1,2,2,NA,NA,2,NA,NA,1,NA,2,NA,35,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,1,0,84604,1,NA,41,2,1,NA,b-e,BE33,BE33-4
2010,BE,846042,813.172043010753,NA,1,2010,28,3,1972,2,2,1,BE,2,NA,2,2,NA,2,NA,NA,NA,9,NA,NA,NA,1,1,2,2,NA,NA,18,1,2,8,6,3,6,6,5,5,3,1,2,1,2,1,2,NA,2,NA,0,1,10355,726,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,1,NA,3,2,2,2,1,NA,45,NA,NA,20,150,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84604,1,NA,37,2,1,NA,g,BE33,BE33-4
2010,BE,846101,813.172043010753,NA,1,2010,10,2,1963,1,1,2,EU,2,NA,1,1,NA,1,1,NA,3,7,28,NA,3,NA,1,2,2,NA,NA,18,6,6,2,2,6,2,1,6,1,6,2,6,2,2,3,2,NA,2,NA,0,1,20954,1151,0,6154,1,0,0,0,0,0,0,0,0,0,1,5,1,NA,NA,2,3,4,NA,1,NA,8,NA,NA,25,10,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84610,1,NA,46,2,1,NA,f,BE33,BE33-2
2010,BE,846102,813.172043010753,NA,3,2010,4,1,1962,2,2,3,BE,2,NA,5,1,1,NA,NA,NA,3,4,45,NA,NA,13,1,2,2,NA,NA,20,5,1,1,1,1,6,1,1,1,1,1,1,1,2,3,2,NA,2,NA,495,1,57574,1243,0,7868,1,0,0,0,0,0,0,0,0,0,1,4,1,NA,NA,2,NA,2,2,1,1,23,4,30,7,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84610,1,NA,47,3,1,NA,o,BE33,BE33-2
2010,BE,846103,813.172043010753,NA,1,2010,9,3,1990,1,1,1,BE,1,NA,2,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,6,7,8,7,5,3,8,7,8,7,3,8,2,2,3,2,NA,2,NA,0,1,0,0,0,4663,1,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84610,1,NA,19,5,1,NA,NA,BE33,BE33-2
2010,BE,846111,813.172043010753,NA,2,2010,6,1,1954,1,2,1,BE,2,NA,5,1,1,1,NA,NA,3,2,38,NA,NA,13,1,1,2,NA,NA,22,1,4,6,1,1,1,1,1,1,1,1,1,2,2,3,2,NA,2,3,0,1,59207,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,NA,NA,NA,2,2,1,1,1,NA,30,NA,NA,100,250,NA,NA,NA,NA,NA,NA,NA,1,0,84611,1,NA,55,7,1,NA,o,BE33,BE33-4
2010,BE,846112,813.172043010753,NA,2,2010,5,1,1956,2,2,2,BE,2,NA,3,2,NA,NA,NA,NA,3,4,30,NA,NA,NA,NA,2,2,NA,NA,19,6,1,1,1,1,1,1,1,1,5,1,2,1,1,3,2,NA,2,NA,0,1,11884,0,0,0,1,0,0,0,0,13105,0,0,0,1136,1,4,1,1,2,NA,2,2,NA,1,NA,26,NA,14,25,400,150,NA,NA,NA,NA,NA,NA,NA,1,0,84611,1,NA,53,2,1,NA,o,BE33,BE33-4
2010,BE,846113,813.172043010753,NA,1,2010,8,3,1982,1,1,1,BE,2,NA,5,1,1,NA,1,NA,NA,2,NA,NA,NA,4,1,NA,2,NA,NA,23,1,1,8,6,1,1,1,1,3,1,1,1,NA,2,3,2,NA,1,NA,0,1,32831,893,0,0,1,0,0,0,0,0,0,0,0,0,1,5,NA,2,NA,NA,2,NA,2,1,1,1,5,10,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84611,1,NA,27,5,1,NA,o,BE33,BE33-4
2010,BE,846131,813.172043010753,NA,2,2010,10,4,1954,1,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,39,NA,NA,13,1,2,2,NA,NA,27,1,1,5,1,1,1,1,1,1,1,6,2,2,2,2,2,NA,2,NA,0,1,48877,0,0,3327,1,0,0,0,0,0,0,0,0,0,1,NA,NA,2,3,2,2,2,2,1,1,NA,NA,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84613,1,NA,55,2,1,NA,b-e,BE33,BE33-1
2010,BE,846132,813.172043010753,NA,1,2010,15,3,1955,2,2,1,BE,2,NA,2,1,1,1,NA,NA,3,9,40,NA,NA,13,1,2,2,NA,NA,20,1,1,1,1,2,1,2,1,1,1,2,1,2,2,3,2,NA,2,NA,1353,1,56239,0,0,10900,1,0,0,0,0,0,0,0,0,0,1,5,1,2,NA,NA,2,2,3,1,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84613,1,NA,54,7,1,NA,b-e,BE33,BE33-1
2010,BE,846133,813.172043010753,NA,2,2010,6,3,1981,2,1,3,BE,2,NA,3,2,1,2,2,NA,2,2,19,NA,NA,NA,1,2,NA,NA,NA,NA,6,7,6,8,8,6,6,6,5,6,8,6,2,1,3,2,NA,2,NA,0,1,8933,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,2,2,NA,NA,1,NA,NA,2,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84613,1,NA,28,2,1,NA,j,BE33,BE33-1
2010,BE,846141,813.172043010753,NA,2,2010,32,1,1960,2,2,3,BE,2,NA,2,2,1,NA,NA,NA,1,4,50,NA,NA,13,NA,1,2,NA,NA,24,1,1,1,1,1,1,1,1,8,1,1,1,2,2,3,2,NA,2,NA,0,1,0,0,0,19842,1,0,0,0,0,0,0,0,41534,0,1,NA,1,NA,NA,2,1,2,3,1,NA,NA,4,24,20,NA,100,NA,NA,NA,NA,NA,NA,NA,1,0,84614,1,NA,49,6,1,NA,o,BE33,BE33-3
2010,BE,846142,813.172043010753,NA,1,2010,14,1,1989,2,1,3,BE,2,3,3,6,NA,1,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,14,6,7,8,8,7,7,7,8,7,7,4,6,5,2,3,2,NA,2,NA,423,1,0,0,0,450,1,0,0,0,0,0,0,0,0,1041,1,NA,1,1,NA,NA,NA,4,3,NA,NA,NA,NA,30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84614,1,NA,20,2,1,NA,NA,BE33,BE33-3
2010,BE,846143,813.172043010753,NA,1,2010,10,3,1991,2,1,3,BE,1,NA,1,6,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,7,7,6,7,7,6,7,8,8,8,2,1,3,2,NA,2,NA,0,1,0,0,0,15913,1,0,0,0,0,0,0,0,0,0,1,6,1,1,NA,NA,2,NA,NA,1,NA,NA,NA,13,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84614,1,NA,18,2,1,NA,NA,BE33,BE33-3
2010,BE,846181,813.172043010753,NA,2,2010,2,1,1974,1,2,2,BE,2,NA,5,5,1,2,2,1,3,5,13,NA,NA,NA,1,2,NA,NA,NA,20,6,3,2,5,5,6,6,6,6,6,1,2,4,2,3,2,NA,2,NA,0,1,2692,0,0,0,1,0,0,0,578,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84618,1,NA,35,6,1,NA,NA,BE33,BE33-1
2010,BE,846182,813.172043010753,NA,3,2010,9,2,1975,2,2,1,BE,2,NA,3,2,NA,1,NA,NA,2,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,1,5,6,6,6,3,5,8,3,3,4,2,1,3,2,NA,2,NA,0,1,8385,151,0,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,40,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,1,0,84618,1,NA,34,7,1,NA,g,BE33,BE33-1
2010,BE,846611,813.172043010753,NA,1,2010,11,2,1933,1,2,1,BE,2,NA,5,7,1,1,NA,NA,3,2,35,NA,NA,13,1,2,NA,NA,NA,20,1,1,6,6,5,2,3,6,1,1,1,1,2,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23839,0,1,1,1,2,1,NA,4,NA,NA,1,NA,NA,NA,NA,30,1000,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84661,1,NA,76,5,1,NA,NA,BE33,BE33-2
2010,BE,846612,813.172043010753,NA,2,2010,9,3,1933,2,4,1,BE,2,NA,3,7,1,1,NA,NA,3,4,38,NA,NA,2,1,NA,2,NA,NA,26,2,1,1,1,3,6,1,3,1,4,1,6,2,2,3,2,NA,2,NA,0,1,13068,0,0,5372,1,0,0,0,0,11742,0,0,0,0,1,5,1,2,NA,2,2,1,2,1,NA,19,7,12,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,1,0,84661,1,NA,76,7,1,NA,NA,BE33,BE33-2
